winner,fight_duration_lastrnd,fight_duration_lastrnd_time,date,location,dob_x,height_x,n_draw_x,n_loss_x,n_win_x,name_x,reach_x,sig_str_abs_pM_x,sig_str_def_pct_x,sig_str_land_pM_x,sig_str_land_pct_x,sub_avg_x,td_avg_x,td_def_pct_x,td_land_pct_x,weight_x,dob_y,height_y,n_draw_y,n_loss_y,n_win_y,name_y,reach_y,sig_str_abs_pM_y,sig_str_def_pct_y,sig_str_land_pM_y,sig_str_land_pct_y,sub_avg_y,td_avg_y,td_def_pct_y,td_land_pct_y,weight_y,win_percentage_x,win_percentage_y,reach_advantage,total_fights_x,total_fights_y,finishing_rate_x,finishing_rate_y,age_x,age_y,age_difference,decision_method_1,decision_method_2,decision_method_3,decision_method_4,decision_method_5,decision_method_6,decision_method_7,decision_method_8,stance_x_1,stance_x_2,stance_x_3,stance_y_1,stance_y_2,stance_y_3,time_format_1,time_format_2,time_format_3,weight_class_1,weight_class_2,weight_class_3,weight_class_4,weight_class_5,weight_class_6,weight_class_7,weight_class_8,weight_class_9,weight_class_10,weight_class_11,weight_class_12,weight_class_13,weight_class_14,weight_class_15,weight_class_16,weight_class_17,weight_class_18,weight_class_19,weight_class_20,weight_class_21,weight_class_22,weight_class_23,weight_class_24,weight_class_25,weight_class_26,weight_class_27,weight_class_28,weight_class_29,weight_class_30,weight_class_31,weight_class_32,weight_class_33,weight_class_34,weight_class_35,weight_class_36,weight_class_37,weight_class_38,weight_class_39,weight_class_40,weight_class_41,weight_class_42,weight_class_43,weight_class_44,weight_class_45,weight_class_46,weight_class_47,weight_class_48,weight_class_49,weight_class_50,weight_class_51,weight_class_52,weight_class_53,weight_class_54,weight_class_55,weight_class_56,weight_class_57,weight_class_58,weight_class_59,weight_class_60,weight_class_61
1,3,292,"August 06, 2011",104,867,66,0.0,9.0,26.0,698,70.0,2.45,0.6,2.98,0.44,0.6,3.23,0.66,0.4,3,651,66,0.0,14.0,18.0,840,70.0,6.55,0.59,4.52,0.37,0.2,0.18,0.6,0.18,2,0.7428571428571429,0.5625,0.0,35.0,32.0,0.1022857142857142,0.1475,35,28,7,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"August 06, 2011",104,879,69,0.0,8.0,18.0,487,69.0,3.99,0.53,3.49,0.45,0.3,3.83,0.63,0.46,6,978,68,0.0,7.0,17.0,812,70.0,2.36,0.62,2.62,0.42,0.2,3.08,0.71,0.42,5,0.6923076923076923,0.7083333333333334,-1.0,26.0,24.0,0.1457692307692307,0.1175,27,30,-3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,3,292,"August 06, 2011",104,621,66,0.0,5.0,18.0,157,66.0,2.35,0.67,2.78,0.49,0.3,4.13,1.0,0.55,3,1021,66,0.0,10.0,26.0,916,67.0,1.61,0.52,1.59,0.36,2.1,2.92,0.22,0.32,2,0.782608695652174,0.7222222222222222,-1.0,23.0,36.0,0.1339130434782608,0.1025,26,26,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,227,"August 06, 2011",104,441,72,0.0,4.0,18.0,844,76.0,2.8,0.62,3.75,0.42,0.4,1.77,0.88,0.47,5,1034,72,1.0,14.0,27.0,813,74.0,2.84,0.6,2.74,0.45,1.5,1.8,0.7,0.35,5,0.8181818181818182,0.6428571428571429,2.0,22.0,42.0,0.1886363636363636,0.1009523809523809,22,35,-13,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,2,207,"August 06, 2011",104,778,73,0.0,5.0,12.0,666,76.0,3.8,0.61,3.69,0.42,0.0,3.0,0.91,0.34,7,397,77,0.0,6.0,18.0,40,79.0,3.44,0.51,4.02,0.4,0.4,1.56,0.85,0.39,7,0.7058823529411765,0.75,-3.0,17.0,24.0,0.2170588235294117,0.1841666666666666,34,24,10,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,105,"August 06, 2011",104,0,72,0.0,14.0,26.0,984,74.0,2.83,0.5,1.59,0.46,0.6,1.02,0.53,0.6,6,523,70,0.0,6.0,14.0,1165,73.0,3.62,0.57,3.1,0.41,1.0,2.29,0.92,0.67,5,0.65,0.7,1.0,40.0,20.0,0.05475,0.205,34,36,-2,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2,101,"June 26, 2011",106,112,68,2.0,10.0,30.0,745,68.0,3.09,0.49,3.47,0.5,1.3,3.59,0.44,0.34,4,943,70,0.0,8.0,28.0,193,74.0,3.03,0.54,3.21,0.5,2.8,2.77,0.58,0.42,4,0.7142857142857143,0.7777777777777778,-6.0,42.0,36.0,0.1135714285714285,0.1669444444444444,26,21,5,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"June 26, 2011",106,344,72,0.0,16.0,23.0,663,75.0,2.64,0.56,3.78,0.53,1.6,1.57,0.63,0.46,5,615,67,0.0,12.0,23.0,565,71.0,3.08,0.51,2.15,0.5,0.4,2.7,0.53,0.49,5,0.5897435897435898,0.6571428571428571,4.0,39.0,35.0,0.1379487179487179,0.0728571428571428,30,28,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,3,292,"July 02, 2011",68,217,73,0.0,7.0,17.0,122,74.0,2.76,0.55,3.0,0.4,0.0,1.03,0.77,0.27,6,489,72,0.0,4.0,11.0,2,73.0,2.53,0.56,3.6,0.52,0.5,3.78,0.83,0.34,5,0.7083333333333334,0.7333333333333333,1.0,24.0,15.0,0.125,0.2733333333333333,23,36,-13,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2,260,"June 26, 2011",106,869,78,0.0,3.0,7.0,182,81.0,2.46,0.46,2.82,0.34,2.2,3.26,0.5,0.66,23,474,75,0.0,5.0,9.0,777,79.0,2.79,0.64,3.55,0.5,0.7,0.0,0.55,0.0,28,0.7,0.6428571428571429,2.0,10.0,14.0,0.502,0.3035714285714285,24,32,-8,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,152,"June 26, 2011",106,663,76,2.0,9.0,29.0,168,82.0,1.28,0.54,3.33,0.56,0.2,2.3,0.52,0.56,12,455,71,0.0,7.0,8.0,880,74.0,3.54,0.59,2.72,0.52,0.2,0.0,0.76,0.0,10,0.725,0.5333333333333333,8.0,40.0,15.0,0.08825,0.1946666666666666,36,31,5,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"July 02, 2011",68,517,67,0.0,3.0,10.0,131,70.0,2.98,0.64,2.36,0.26,1.4,1.39,0.54,0.7,2,236,67,2.0,11.0,21.0,1064,68.0,3.27,0.57,3.37,0.37,0.1,1.46,0.7,0.57,2,0.7692307692307693,0.6176470588235294,2.0,13.0,34.0,0.2892307692307692,0.1020588235294117,31,27,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"June 26, 2011",106,266,70,0.0,8.0,19.0,163,72.0,1.55,0.46,1.52,0.56,0.0,4.23,0.72,0.42,4,181,69,0.0,9.0,19.0,937,71.0,2.17,0.62,3.8,0.41,0.9,2.53,0.63,0.48,5,0.7037037037037037,0.6785714285714286,1.0,27.0,28.0,0.0562962962962962,0.1678571428571428,30,26,4,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,3,292,"July 02, 2011",68,350,66,0.0,11.0,23.0,260,70.0,2.67,0.65,3.87,0.32,0.3,0.87,0.65,0.32,3,1037,70,0.0,9.0,16.0,781,68.0,3.57,0.51,3.18,0.5,1.5,2.14,0.56,0.37,4,0.6764705882352942,0.64,2.0,34.0,25.0,0.1226470588235294,0.1871999999999999,32,27,5,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,171,"July 02, 2011",68,64,74,0.0,13.0,30.0,151,75.0,2.34,0.57,3.56,0.39,1.2,0.58,0.36,0.55,5,845,74,1.0,4.0,22.0,328,76.0,1.89,0.58,2.12,0.49,0.6,2.93,0.71,0.43,5,0.6976744186046512,0.8148148148148148,-1.0,43.0,27.0,0.1106976744186046,0.1007407407407407,27,29,-2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,20,"July 02, 2011",68,393,71,1.0,12.0,35.0,992,74.0,2.19,0.6,2.79,0.4,0.6,0.97,0.62,0.53,7,492,71,0.0,11.0,22.0,212,74.0,2.87,0.52,2.87,0.42,0.8,1.14,0.53,0.41,6,0.7291666666666666,0.6666666666666666,0.0,48.0,33.0,0.070625,0.1112121212121212,34,30,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,52,"July 02, 2011",68,403,70,0.0,6.0,14.0,349,71.0,2.52,0.67,2.61,0.27,1.6,2.32,0.53,0.31,4,966,68,0.0,12.0,29.0,906,70.0,3.28,0.62,3.57,0.45,0.7,1.89,0.6,0.39,5,0.7,0.7073170731707317,1.0,20.0,41.0,0.2105,0.1041463414634146,33,26,7,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,292,"July 02, 2011",68,557,68,0.0,2.0,22.0,276,68.0,2.15,0.74,3.53,0.31,0.1,3.17,0.83,0.5,2,756,66,0.0,10.0,35.0,1120,67.0,2.52,0.64,2.68,0.41,0.9,1.59,0.6,0.31,2,0.9166666666666666,0.7777777777777778,1.0,24.0,45.0,0.15125,0.0795555555555555,26,32,-6,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,155,"April 30, 2011",139,613,69,0.0,15.0,31.0,409,71.0,2.83,0.6,2.47,0.39,0.4,2.04,0.86,0.47,5,642,72,0.0,6.0,14.0,1005,76.0,3.73,0.64,3.84,0.39,0.4,0.39,0.66,0.18,5,0.6739130434782609,0.7,-5.0,46.0,20.0,0.062391304347826,0.212,26,35,-9,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,3,292,"April 30, 2011",139,36,72,0.0,12.0,21.0,732,76.0,3.78,0.53,4.62,0.45,1.4,1.19,0.42,0.3,5,500,72,0.0,4.0,18.0,969,76.0,2.8,0.62,3.75,0.42,0.4,1.77,0.88,0.47,5,0.6363636363636364,0.8181818181818182,0.0,33.0,22.0,0.1824242424242424,0.1886363636363636,26,21,5,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,3,292,"April 30, 2011",139,824,68,0.0,5.0,12.0,646,75.0,2.32,0.6,2.34,0.43,1.3,3.65,0.31,0.36,4,842,69,0.0,5.0,23.0,125,70.0,1.79,0.63,2.93,0.45,0.8,2.4,0.63,0.45,5,0.7058823529411765,0.8214285714285714,5.0,17.0,28.0,0.2141176470588235,0.1332142857142857,29,27,2,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,292,"April 30, 2011",139,872,67,0.0,5.0,28.0,501,70.0,3.14,0.65,3.45,0.44,0.2,0.67,0.92,0.65,3,497,68,0.0,12.0,20.0,756,68.0,4.18,0.69,4.08,0.42,0.9,0.25,0.71,0.66,3,0.8484848484848485,0.625,2.0,33.0,32.0,0.1106060606060606,0.155625,24,28,-4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,206,"June 11, 2011",145,271,72,0.0,3.0,13.0,741,74.0,3.48,0.62,3.52,0.42,0.3,1.36,0.52,0.36,6,302,73,0.0,4.0,9.0,486,73.0,3.11,0.49,2.75,0.48,0.8,0.41,0.66,1.0,5,0.8125,0.6923076923076923,1.0,16.0,13.0,0.23875,0.273076923076923,32,27,5,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"June 11, 2011",145,361,69,0.0,6.0,25.0,292,72.0,3.97,0.56,5.51,0.49,1.2,1.55,0.61,0.37,4,605,69,0.0,7.0,8.0,508,73.0,3.2,0.5,2.97,0.37,0.0,1.98,0.55,0.66,3,0.8064516129032258,0.5333333333333333,-1.0,31.0,15.0,0.2164516129032258,0.198,22,24,-2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,5,292,"April 30, 2011",139,673,71,0.0,2.0,26.0,351,76.0,1.4,0.72,3.78,0.53,1.1,4.16,0.83,0.74,6,383,72,1.0,7.0,29.0,483,72.0,1.8,0.56,2.45,0.36,1.2,2.83,0.35,0.29,5,0.9285714285714286,0.7837837837837838,4.0,28.0,37.0,0.1742857142857143,0.0986486486486486,29,32,-3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,225,"June 11, 2011",145,928,69,1.0,22.0,42.0,1016,73.0,2.34,0.66,2.91,0.42,0.7,0.76,0.69,0.53,4,62,69,1.0,12.0,21.0,994,70.0,4.08,0.57,4.17,0.28,0.1,0.63,0.77,0.38,4,0.6461538461538462,0.6176470588235294,3.0,65.0,34.0,0.0555384615384615,0.1255882352941176,34,27,7,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3,292,"June 11, 2011",145,478,70,0.0,4.0,11.0,969,73.0,4.5,0.48,2.64,0.42,1.9,1.4,0.5,0.33,4,704,73,0.0,13.0,36.0,327,73.0,4.23,0.53,4.34,0.46,1.3,1.21,0.73,0.36,4,0.7333333333333333,0.7346938775510204,0.0,15.0,49.0,0.3026666666666667,0.1151020408163265,29,28,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"June 11, 2011",145,688,70,0.0,6.0,14.0,556,74.0,1.85,0.63,2.41,0.4,1.3,2.22,0.6,0.33,3,880,66,0.0,4.0,18.0,316,67.0,2.59,0.58,2.72,0.43,0.6,1.18,0.65,0.44,3,0.7,0.8181818181818182,7.0,20.0,22.0,0.1855,0.1509090909090909,35,28,7,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"June 11, 2011",145,265,72,0.0,6.0,14.0,653,72.0,2.26,0.57,3.12,0.51,0.6,3.17,0.57,0.29,6,816,73,0.0,9.0,28.0,303,72.0,2.01,0.63,1.82,0.43,1.0,2.49,0.61,0.25,5,0.7,0.7567567567567568,0.0,20.0,37.0,0.186,0.0762162162162162,33,33,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3,292,"June 11, 2011",145,332,74,0.0,2.0,12.0,892,80.0,3.53,0.53,4.38,0.47,0.0,1.42,0.42,0.33,27,430,76,0.0,6.0,21.0,619,77.0,3.09,0.58,4.76,0.48,0.1,0.33,0.8,0.55,11,0.8571428571428571,0.7777777777777778,3.0,14.0,27.0,0.3128571428571428,0.1799999999999999,36,27,9,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3,292,"June 04, 2011",68,580,73,0.0,9.0,22.0,323,75.0,4.31,0.53,5.29,0.58,0.6,0.44,0.61,0.57,7,682,76,0.0,6.0,11.0,670,76.0,3.81,0.51,2.97,0.4,0.0,2.64,0.52,0.41,7,0.7096774193548387,0.6470588235294118,-1.0,31.0,17.0,0.19,0.1747058823529411,31,29,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3,187,"June 04, 2011",68,804,71,0.0,5.0,14.0,507,74.0,3.71,0.5,1.44,0.41,2.2,1.97,0.16,0.36,3,825,73,1.0,13.0,15.0,407,72.0,2.47,0.6,3.43,0.34,0.1,1.05,0.59,0.57,2,0.7368421052631579,0.5172413793103449,2.0,19.0,29.0,0.191578947368421,0.1217241379310345,22,29,-7,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,227,"June 04, 2011",68,1,71,0.0,6.0,10.0,793,75.0,1.62,0.62,3.05,0.44,1.1,5.32,0.55,0.62,4,312,71,0.0,3.0,26.0,1105,76.0,3.75,0.63,5.81,0.45,1.4,0.56,0.75,0.42,4,0.625,0.896551724137931,-1.0,16.0,29.0,0.259375,0.2486206896551724,23,27,-4,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,41,"June 04, 2011",68,769,73,0.0,14.0,26.0,295,77.0,3.13,0.44,3.33,0.49,1.2,2.2,0.59,0.48,7,458,75,0.0,4.0,12.0,1089,75.0,3.13,0.57,3.59,0.3,3.3,0.41,0.5,1.0,6,0.65,0.75,2.0,40.0,16.0,0.11325,0.430625,30,33,-3,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2,201,"May 28, 2011",68,786,70,0.0,14.0,40.0,358,71.0,2.51,0.63,1.95,0.31,0.8,4.08,0.92,0.53,4,421,68,0.0,7.0,15.0,910,71.0,3.38,0.59,2.19,0.33,1.6,2.49,0.11,0.36,4,0.7407407407407407,0.6818181818181818,0.0,54.0,22.0,0.0509259259259259,0.1722727272727272,27,29,-2,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,3,292,"June 04, 2011",68,183,67,0.0,16.0,35.0,190,70.0,2.46,0.65,2.45,0.33,0.7,3.32,0.69,0.37,4,425,70,0.0,9.0,22.0,84,72.0,3.48,0.53,2.97,0.46,1.2,0.69,0.58,0.54,5,0.6862745098039216,0.7096774193548387,-2.0,51.0,31.0,0.0617647058823529,0.134516129032258,29,24,5,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,3,292,"May 28, 2011",68,770,69,0.0,15.0,28.0,935,70.0,3.42,0.62,3.73,0.41,0.3,0.71,0.63,0.6,5,181,69,0.0,9.0,19.0,937,71.0,2.17,0.62,3.8,0.41,0.9,2.53,0.63,0.48,5,0.6511627906976745,0.6785714285714286,-1.0,43.0,28.0,0.0937209302325581,0.1678571428571428,27,26,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,2,261,"May 28, 2011",68,908,73,0.0,6.0,12.0,135,74.0,2.65,0.59,3.28,0.42,0.3,0.12,0.6,0.12,7,912,73,0.0,11.0,25.0,592,74.0,2.62,0.56,1.69,0.35,0.8,0.58,0.52,0.3,5,0.6666666666666666,0.6944444444444444,0.0,18.0,36.0,0.1988888888888888,0.0691666666666666,30,30,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,243,"May 28, 2011",68,291,83,0.0,12.0,33.0,903,84.0,4.0,0.46,3.13,0.47,1.7,0.58,0.55,0.5,27,480,78,1.0,7.0,18.0,1110,79.0,4.31,0.42,2.93,0.41,0.2,1.21,0.75,0.68,22,0.7333333333333333,0.6923076923076923,5.0,45.0,26.0,0.1073333333333333,0.1203846153846154,23,28,-5,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
