winner,fight_duration_lastrnd,fight_duration_lastrnd_time,date,location,dob_x,height_x,n_draw_x,n_loss_x,n_win_x,name_x,reach_x,sig_str_abs_pM_x,sig_str_def_pct_x,sig_str_land_pM_x,sig_str_land_pct_x,stance_x,sub_avg_x,td_avg_x,td_def_pct_x,td_land_pct_x,weight_x,dob_y,height_y,n_draw_y,n_loss_y,n_win_y,name_y,reach_y,sig_str_abs_pM_y,sig_str_def_pct_y,sig_str_land_pM_y,sig_str_land_pct_y,stance_y,sub_avg_y,td_avg_y,td_def_pct_y,td_land_pct_y,weight_y,win_percentage_x,win_percentage_y,reach_advantage,total_fights_x,total_fights_y,finishing_rate_x,finishing_rate_y,age_x,age_y,age_difference,decision_method_DQ,decision_method_Decision - Majority,decision_method_Decision - Split,decision_method_Decision - Unanimous,decision_method_KO/TKO,decision_method_Overturned,decision_method_Submission,decision_method_TKO - Doctor's Stoppage,time_format_3 Rnd (5-5-5),time_format_3 Rnd + OT (5-5-5-5),time_format_5 Rnd (5-5-5-5-5),weight_class_Catch Weight Bout,weight_class_Featherweight Bout,weight_class_Flyweight Bout,weight_class_Heavyweight Bout,weight_class_Light Heavyweight Bout,weight_class_Lightweight Bout,weight_class_Middleweight Bout,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title Bout,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title Bout,weight_class_UFC Bantamweight Title Bout,weight_class_UFC Featherweight Title Bout,weight_class_UFC Flyweight Title Bout,weight_class_UFC Heavyweight Title Bout,weight_class_UFC Interim Bantamweight Title Bout,weight_class_UFC Interim Featherweight Title Bout,weight_class_UFC Interim Heavyweight Title Bout,weight_class_UFC Interim Light Heavyweight Title Bout,weight_class_UFC Interim Lightweight Title Bout,weight_class_UFC Interim Middleweight Title Bout,weight_class_UFC Interim Welterweight Title Bout,weight_class_UFC Light Heavyweight Title Bout,weight_class_UFC Lightweight Title Bout,weight_class_UFC Middleweight Title Bout,weight_class_UFC Welterweight Title Bout,weight_class_UFC Women's Bantamweight Title Bout,weight_class_UFC Women's Featherweight Title Bout,weight_class_UFC Women's Flyweight Title Bout,weight_class_UFC Women's Strawweight Title Bout,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 12 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 13 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 15 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 16 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 17 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 19 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 25 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 5 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 7 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter China Featherweight Tournament Title Bout,weight_class_Ultimate Fighter China Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America Featherweight Tournament Title Bout,weight_class_Welterweight Bout,weight_class_Women's Bantamweight Bout,weight_class_Women's Featherweight Bout,weight_class_Women's Flyweight Bout,weight_class_Women's Strawweight Bout
1,3,5:00,"November 09, 2013","Goiania, Goias, Brazil","Feb 15, 1985","6' 1""",0.0,8.0,14.0,Cezar Ferreira,78.0,2.44,0.53,1.9,0.42,Southpaw,0.5,2.69,0.84,0.53,185 lbs.,"Aug 21, 1982","5' 9""",0.0,6.0,10.0,Daniel Sarafian,73.0,3.1,0.58,2.23,0.46,Orthodox,0.7,0.36,0.53,0.07,185 lbs.,0.6363636363636364,0.625,5.0,22.0,16.0,0.109090909090909,0.1831249999999999,34,37,-3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1:18,"November 09, 2013","Goiania, Goias, Brazil","Apr 14, 1980","6' 1""",0.0,7.0,12.0,Rafael Feijao,73.0,3.62,0.49,2.71,0.53,Orthodox,0.1,0.6,0.63,0.4,205 lbs.,"Jan 02, 1979","6' 0""",0.0,13.0,28.0,Igor Pokrajac,76.0,4.26,0.4,2.25,0.45,Orthodox,0.2,0.87,0.51,0.29,205 lbs.,0.631578947368421,0.6829268292682927,-3.0,19.0,41.0,0.1478947368421052,0.0597560975609756,39,40,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0:40,"November 09, 2013","Goiania, Goias, Brazil","Mar 21, 1984","5' 7""",0.0,7.0,15.0,Rony Jason,70.0,3.14,0.53,2.04,0.44,Orthodox,0.8,0.59,0.36,0.3,145 lbs.,"May 25, 1986","5' 9""",0.0,17.0,28.0,Jeremy Stephens,71.0,2.98,0.58,3.09,0.4,Orthodox,0.4,1.18,0.65,0.38,145 lbs.,0.6818181818181818,0.6222222222222222,-1.0,22.0,45.0,0.1290909090909091,0.0775555555555555,35,33,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2:10,"November 09, 2013","Goiania, Goias, Brazil","Jan 25, 1981","5' 11""",0.0,8.0,15.0,Paulo Thiago,73.0,1.99,0.63,1.71,0.39,Orthodox,1.2,1.42,0.63,0.31,170 lbs.,"Jul 11, 1985","6' 2""",0.0,5.0,11.0,Brandon Thatch,74.0,3.63,0.52,2.7,0.42,Switch,0.7,1.36,0.5,0.66,170 lbs.,0.6521739130434783,0.6875,-1.0,23.0,16.0,0.1265217391304348,0.2125,38,34,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,5:00,"November 06, 2013","Fort Campbell, Kentucky, USA","Dec 13, 1986","5' 6""",0.0,9.0,18.0,Dennis Bermudez,66.0,3.07,0.59,4.42,0.46,Orthodox,1.1,3.89,0.82,0.4,155 lbs.,"Feb 15, 1987","5' 11""",0.0,13.0,23.0,Steven Siler,70.0,2.96,0.54,3.21,0.41,Orthodox,1.6,0.47,0.55,0.21,145 lbs.,0.6666666666666666,0.6388888888888888,-4.0,27.0,36.0,0.2044444444444444,0.1336111111111111,32,32,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3:56,"November 06, 2013","Fort Campbell, Kentucky, USA","May 30, 1988","5' 8""",0.0,4.0,18.0,Amanda Nunes,69.0,2.87,0.56,4.62,0.51,Orthodox,0.6,1.73,0.8,0.38,135 lbs.,"Apr 24, 1984","5' 9""",0.0,3.0,9.0,Germaine de Randamie,71.0,1.91,0.67,2.99,0.46,Orthodox,0.1,0.0,0.8,0.0,135 lbs.,0.8181818181818182,0.75,-2.0,22.0,12.0,0.2372727272727272,0.2575,31,35,-4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2:47,"November 06, 2013","Fort Campbell, Kentucky, USA","Sep 30, 1976","5' 9""",1.0,22.0,42.0,Yves Edwards,73.0,2.34,0.66,2.91,0.42,Southpaw,0.7,0.76,0.69,0.53,155 lbs.,"Sep 07, 1987","5' 10""",0.0,6.0,15.0,Yancy Medeiros,75.0,5.21,0.46,3.99,0.35,Orthodox,0.6,0.14,0.74,0.33,155 lbs.,0.6461538461538462,0.7142857142857143,-2.0,65.0,21.0,0.0555384615384615,0.2185714285714285,43,32,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1:17,"November 09, 2013","Goiania, Goias, Brazil","Apr 01, 1977","6' 0""",0.0,14.0,26.0,Vitor Belfort,74.0,2.83,0.5,1.59,0.46,Southpaw,0.6,1.02,0.53,0.6,185 lbs.,"Aug 24, 1970","5' 11""",0.0,15.0,32.0,Dan Henderson,74.0,2.7,0.51,2.44,0.47,Orthodox,0.3,1.52,0.57,0.52,185 lbs.,0.65,0.6808510638297872,0.0,40.0,47.0,0.05475,0.0582978723404255,42,49,-7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2:20,"November 06, 2013","Fort Campbell, Kentucky, USA","Nov 10, 1981","6' 1""",1.0,13.0,15.0,George Roop,72.0,2.47,0.6,3.43,0.34,Orthodox,0.1,1.05,0.59,0.57,135 lbs.,"Oct 08, 1981","5' 8""",0.0,7.0,11.0,Francisco Rivera,68.0,3.16,0.68,4.07,0.41,Orthodox,0.6,1.01,0.68,0.63,135 lbs.,0.5172413793103449,0.6111111111111112,4.0,29.0,18.0,0.1217241379310345,0.2594444444444444,38,38,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3:50,"November 06, 2013","Fort Campbell, Kentucky, USA","Sep 09, 1986","5' 10""",1.0,10.0,24.0,Bobby Green,71.0,3.7,0.63,4.95,0.49,Orthodox,0.3,1.12,0.74,0.29,155 lbs.,"Jun 04, 1986","6' 2""",0.0,8.0,26.0,James Krause,73.0,4.02,0.61,4.83,0.48,Orthodox,0.6,1.06,0.5,0.18,170 lbs.,0.6857142857142857,0.7647058823529411,-2.0,35.0,34.0,0.15,0.1597058823529411,33,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"November 06, 2013","Fort Campbell, Kentucky, USA","Nov 20, 1986","6' 2""",0.0,13.0,24.0,Chris Camozzi,76.0,2.96,0.56,3.57,0.44,Orthodox,0.5,0.27,0.57,0.19,185 lbs.,"Sep 03, 1986","5' 11""",0.0,5.0,18.0,Lorenz Larkin,72.0,2.74,0.63,3.53,0.46,Orthodox,0.1,0.27,0.79,0.42,170 lbs.,0.6486486486486487,0.782608695652174,4.0,37.0,23.0,0.11,0.1578260869565217,33,33,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1:41,"November 06, 2013","Fort Campbell, Kentucky, USA","Aug 14, 1987","6' 0""",0.0,4.0,6.0,Colton Smith,71.0,2.3,0.51,1.64,0.41,Orthodox,1.4,4.09,0.25,0.36,155 lbs.,"Dec 07, 1987","6' 1""",0.0,4.0,16.0,Michael Chiesa,75.0,2.09,0.51,2.28,0.41,Southpaw,1.2,3.55,0.66,0.48,170 lbs.,0.6,0.8,-4.0,10.0,20.0,0.304,0.174,32,31,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"November 06, 2013","Fort Campbell, Kentucky, USA","Nov 12, 1984","5' 11""",0.0,13.0,35.0,Jorge Masvidal,74.0,2.94,0.66,4.33,0.47,Orthodox,0.4,1.7,0.78,0.59,170 lbs.,"Nov 04, 1986","5' 8""",0.0,4.0,24.0,Rustam Khabilov,73.0,2.16,0.65,1.98,0.34,Orthodox,0.1,3.95,0.61,0.41,155 lbs.,0.7291666666666666,0.8571428571428571,1.0,48.0,28.0,0.0985416666666666,0.0742857142857142,35,33,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"November 06, 2013","Fort Campbell, Kentucky, USA","Feb 19, 1984","5' 6""",0.0,7.0,13.0,Liz Carmouche,66.0,2.51,0.61,2.78,0.54,Orthodox,0.3,2.57,0.65,0.51,125 lbs.,"Oct 04, 1984","5' 6""",0.0,10.0,19.0,Alexis Davis,68.0,4.18,0.55,4.27,0.46,Orthodox,0.8,0.74,0.32,0.33,125 lbs.,0.65,0.6551724137931034,-2.0,20.0,29.0,0.1539999999999999,0.1748275862068965,35,35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,1:39,"November 06, 2013","Fort Campbell, Kentucky, USA","Apr 21, 1988","6' 1""",0.0,3.0,14.0,Ronny Markes,75.0,2.43,0.45,2.17,0.53,Orthodox,0.5,3.13,1.0,0.4,185 lbs.,"Apr 30, 1977","6' 0""",0.0,4.0,13.0,Yoel Romero,73.0,3.21,0.6,3.71,0.49,Southpaw,0.0,1.79,0.78,0.31,185 lbs.,0.8235294117647058,0.7647058823529411,2.0,17.0,17.0,0.1570588235294117,0.218235294117647,31,42,-11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4:40,"November 06, 2013","Fort Campbell, Kentucky, USA","Sep 01, 1979","5' 11""",0.0,6.0,18.0,Tim Kennedy,74.0,1.84,0.62,2.78,0.47,Orthodox,0.7,2.58,0.7,0.35,185 lbs.,"Dec 25, 1982","6' 0""",1.0,9.0,21.0,Rafael Natal,76.0,2.48,0.57,3.1,0.47,Orthodox,0.5,2.55,0.77,0.34,185 lbs.,0.75,0.6774193548387096,-2.0,24.0,31.0,0.145,0.1161290322580645,40,36,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2:17,"October 26, 2013","Manchester, England, United Kingdom","Jun 09, 1987","5' 9""",0.0,3.0,11.0,Jimy Hettes,71.0,3.5,0.57,3.47,0.57,Southpaw,1.4,5.2,0.61,0.44,145 lbs.,"Apr 12, 1983","5' 9""",0.0,4.0,12.0,Rob Whiteford,69.0,1.99,0.62,2.33,0.46,Southpaw,0.0,1.9,0.45,0.3,145 lbs.,0.7857142857142857,0.75,2.0,14.0,16.0,0.3478571428571428,0.145625,32,36,-4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"October 26, 2013","Manchester, England, United Kingdom","Feb 16, 1989","5' 8""",0.0,6.0,9.0,Andy Ogle,69.0,2.23,0.5,2.24,0.44,Orthodox,0.0,1.44,0.58,0.26,145 lbs.,"Apr 26, 1984","6' 1""",0.0,11.0,21.0,Cole Miller,74.0,3.88,0.59,3.0,0.33,Orthodox,1.8,0.6,0.38,0.36,145 lbs.,0.6,0.65625,-5.0,15.0,32.0,0.1493333333333333,0.15,30,35,-5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2:12,"October 26, 2013","Manchester, England, United Kingdom","Apr 13, 1988","6' 6""",0.0,3.0,8.0,Luke Barnatt,77.0,3.87,0.59,4.43,0.36,Orthodox,0.4,0.63,0.63,0.42,185 lbs.,"Jan 15, 1986","6' 1""",0.0,4.0,9.0,Andrew Craig,76.0,3.01,0.5,2.39,0.4,Orthodox,0.0,0.53,0.72,0.37,170 lbs.,0.7272727272727273,0.6923076923076923,1.0,11.0,13.0,0.4390909090909091,0.1838461538461538,31,33,-2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"October 26, 2013","Manchester, England, United Kingdom","Jul 16, 1977","5' 3""",0.0,4.0,13.0,Rosi Sexton,63.0,7.42,0.41,3.31,0.39,Orthodox,0.0,0.75,0.8,0.1,135 lbs.,"Sep 25, 1991","5' 1""",0.0,7.0,20.0,Jessica Andrade,62.0,5.28,0.51,6.55,0.51,Orthodox,0.5,3.21,0.76,0.58,115 lbs.,0.7647058823529411,0.7407407407407407,1.0,17.0,27.0,0.1947058823529411,0.2611111111111111,42,28,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,5:00,"October 26, 2013","Manchester, England, United Kingdom","Apr 30, 1987","5' 10""",1.0,6.0,14.0,Al Iaquinta,70.0,4.44,0.61,4.06,0.4,Orthodox,0.2,0.64,0.74,0.18,155 lbs.,"Aug 25, 1987","5' 9""",0.0,5.0,15.0,Piotr Hallmann,71.0,3.17,0.58,3.98,0.45,Orthodox,0.4,2.55,0.7,0.44,155 lbs.,0.6666666666666666,0.75,-1.0,21.0,20.0,0.2028571428571428,0.219,32,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4:41,"October 26, 2013","Manchester, England, United Kingdom","Feb 18, 1980","6' 1""",0.0,6.0,17.0,Jimi Manuwa,79.0,3.97,0.49,3.43,0.54,Orthodox,0.4,0.53,0.7,0.18,205 lbs.,"Nov 27, 1981","6' 1""",0.0,5.0,19.0,Ryan Jimmo,73.0,2.77,0.46,3.12,0.66,Orthodox,0.0,0.45,0.87,0.28,205 lbs.,0.7391304347826086,0.7916666666666666,6.0,23.0,24.0,0.1665217391304347,0.13,39,38,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2:51,"October 26, 2013","Manchester, England, United Kingdom","Sep 04, 1983","5' 4""",0.0,12.0,22.0,Phil Harris,64.0,3.16,0.68,2.34,0.26,Orthodox,0.0,1.76,0.6,0.21,125 lbs.,"Jun 12, 1990","5' 3""",0.0,9.0,31.0,John Lineker,67.0,4.27,0.56,5.36,0.4,Orthodox,0.6,0.56,0.67,0.58,135 lbs.,0.6470588235294118,0.775,-3.0,34.0,40.0,0.0688235294117647,0.149,36,29,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1:57,"October 26, 2013","Manchester, England, United Kingdom","Sep 26, 1984","5' 8""",0.0,16.0,22.0,Ross Pearson,69.0,4.09,0.62,3.68,0.4,Orthodox,0.0,0.74,0.75,0.35,155 lbs.,"Mar 30, 1983","5' 9""",3.0,15.0,48.0,Melvin Guillard,68.0,1.85,0.66,2.96,0.4,Orthodox,0.2,1.3,0.61,0.63,155 lbs.,0.5789473684210527,0.7272727272727273,1.0,38.0,66.0,0.0968421052631579,0.0478787878787878,35,36,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3:07,"October 26, 2013","Manchester, England, United Kingdom","Sep 02, 1981","6' 0""",0.0,11.0,19.0,Alessio Sakara,72.0,2.8,0.59,3.96,0.47,Orthodox,0.0,2.18,0.62,0.78,185 lbs.,"Apr 05, 1986","6' 0""",0.0,5.0,13.0,Nico Musoke,75.0,3.8,0.57,3.56,0.35,Orthodox,0.2,1.16,0.82,0.19,170 lbs.,0.6333333333333333,0.7222222222222222,-3.0,30.0,18.0,0.132,0.2088888888888889,38,33,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1:52,"October 19, 2013","Houston, Texas, USA","Feb 12, 1984","5' 11""",0.0,3.0,26.0,Tony Ferguson,76.0,3.75,0.63,5.81,0.45,Orthodox,1.4,0.56,0.75,0.42,155 lbs.,"Jul 06, 1981","5' 10""",0.0,4.0,9.0,Mike Rio,71.0,2.99,0.53,1.68,0.39,Orthodox,1.0,2.58,0.0,0.27,155 lbs.,0.896551724137931,0.6923076923076923,5.0,29.0,13.0,0.2486206896551724,0.2061538461538461,35,38,-3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3:10,"October 26, 2013","Manchester, England, United Kingdom","May 30, 1978","6' 1""",0.0,8.0,24.0,Lyoto Machida,74.0,1.57,0.61,2.59,0.53,Southpaw,0.4,1.21,0.75,0.65,185 lbs.,"Feb 09, 1978","6' 0""",0.0,6.0,14.0,Mark Munoz,72.0,2.26,0.57,3.12,0.51,Orthodox,0.6,3.17,0.57,0.29,185 lbs.,0.75,0.7,2.0,32.0,20.0,0.0934374999999999,0.186,41,41,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"October 19, 2013","Houston, Texas, USA","Jul 09, 1977","5' 10""",0.0,6.0,14.0,George Sotiropoulos,71.0,2.52,0.67,2.61,0.27,Orthodox,1.6,2.32,0.53,0.31,155 lbs.,"Dec 07, 1982","5' 10""",0.0,8.0,12.0,KJ Noons,72.0,3.78,0.65,3.68,0.35,Orthodox,0.0,0.08,0.68,0.2,155 lbs.,0.7,0.6,-1.0,20.0,20.0,0.2105,0.184,42,36,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0:53,"October 19, 2013","Houston, Texas, USA","May 18, 1984","5' 10""",0.0,5.0,8.0,Jeremy Larsen,70.0,5.75,0.57,4.87,0.48,Orthodox,0.0,2.49,0.0,0.33,145 lbs.,"Jun 25, 1990","5' 11""",0.0,6.0,20.0,Andre Fili,74.0,3.86,0.53,4.08,0.37,Orthodox,0.2,2.44,0.69,0.46,145 lbs.,0.6153846153846154,0.7692307692307693,-4.0,13.0,26.0,0.3746153846153846,0.1646153846153846,35,29,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
