winner,fight_duration_lastrnd,fight_duration_lastrnd_time,date,location,dob_x,height_x,n_draw_x,n_loss_x,n_win_x,name_x,reach_x,sig_str_abs_pM_x,sig_str_def_pct_x,sig_str_land_pM_x,sig_str_land_pct_x,stance_x,sub_avg_x,td_avg_x,td_def_pct_x,td_land_pct_x,weight_x,dob_y,height_y,n_draw_y,n_loss_y,n_win_y,name_y,reach_y,sig_str_abs_pM_y,sig_str_def_pct_y,sig_str_land_pM_y,sig_str_land_pct_y,stance_y,sub_avg_y,td_avg_y,td_def_pct_y,td_land_pct_y,weight_y,win_percentage_x,win_percentage_y,reach_advantage,total_fights_x,total_fights_y,finishing_rate_x,finishing_rate_y,age_x,age_y,age_difference,decision_method_DQ,decision_method_Decision - Majority,decision_method_Decision - Split,decision_method_Decision - Unanimous,decision_method_KO/TKO,decision_method_Overturned,decision_method_Submission,decision_method_TKO - Doctor's Stoppage,time_format_3 Rnd (5-5-5),time_format_3 Rnd + OT (5-5-5-5),time_format_5 Rnd (5-5-5-5-5),weight_class_Catch Weight Bout,weight_class_Featherweight Bout,weight_class_Flyweight Bout,weight_class_Heavyweight Bout,weight_class_Light Heavyweight Bout,weight_class_Lightweight Bout,weight_class_Middleweight Bout,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title Bout,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title Bout,weight_class_UFC Bantamweight Title Bout,weight_class_UFC Featherweight Title Bout,weight_class_UFC Flyweight Title Bout,weight_class_UFC Heavyweight Title Bout,weight_class_UFC Interim Bantamweight Title Bout,weight_class_UFC Interim Featherweight Title Bout,weight_class_UFC Interim Heavyweight Title Bout,weight_class_UFC Interim Light Heavyweight Title Bout,weight_class_UFC Interim Lightweight Title Bout,weight_class_UFC Interim Middleweight Title Bout,weight_class_UFC Interim Welterweight Title Bout,weight_class_UFC Light Heavyweight Title Bout,weight_class_UFC Lightweight Title Bout,weight_class_UFC Middleweight Title Bout,weight_class_UFC Welterweight Title Bout,weight_class_UFC Women's Bantamweight Title Bout,weight_class_UFC Women's Featherweight Title Bout,weight_class_UFC Women's Flyweight Title Bout,weight_class_UFC Women's Strawweight Title Bout,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 12 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 13 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 15 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 16 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 17 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 19 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 25 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 5 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 7 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter China Featherweight Tournament Title Bout,weight_class_Ultimate Fighter China Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America Featherweight Tournament Title Bout,weight_class_Welterweight Bout,weight_class_Women's Bantamweight Bout,weight_class_Women's Featherweight Bout,weight_class_Women's Flyweight Bout,weight_class_Women's Strawweight Bout
0,3,5:00,"December 14, 2013","Sacramento, California, USA","Aug 25, 1979","5' 9""",0.0,10.0,17.0,Danny Castillo,71.0,1.96,0.62,2.57,0.42,Orthodox,0.2,2.95,0.63,0.38,155 lbs.,"Jan 21, 1986","5' 11""",0.0,8.0,20.0,Edson Barboza,75.0,4.16,0.6,4.01,0.43,Orthodox,0.1,0.49,0.8,0.44,155 lbs.,0.6296296296296297,0.7142857142857143,-4.0,27.0,28.0,0.1025925925925926,0.1467857142857142,40,33,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"December 14, 2013","Sacramento, California, USA","Dec 12, 1984","5' 11""",0.0,9.0,20.0,Court McGee,75.0,3.8,0.61,4.86,0.35,Orthodox,0.4,1.71,0.63,0.21,170 lbs.,"Oct 01, 1983","6' 1""",0.0,3.0,14.0,Ryan LaFlare,74.0,1.86,0.63,2.89,0.4,Southpaw,0.2,2.13,0.58,0.44,170 lbs.,0.6896551724137931,0.8235294117647058,1.0,29.0,17.0,0.1813793103448276,0.1817647058823529,34,36,-2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,5:00,"February 01, 2014","Newark, New Jersey, USA","Apr 30, 1987","5' 10""",1.0,6.0,14.0,Al Iaquinta,70.0,4.44,0.61,4.06,0.4,Orthodox,0.2,0.64,0.74,0.18,155 lbs.,"Sep 04, 1992","5' 9""",0.0,5.0,18.0,Kevin Lee,77.0,3.18,0.52,3.9,0.42,Orthodox,0.9,3.23,0.74,0.42,170 lbs.,0.6666666666666666,0.782608695652174,-7.0,21.0,23.0,0.2028571428571428,0.208695652173913,32,27,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"December 14, 2013","Sacramento, California, USA","May 01, 1985","5' 6""",0.0,5.0,18.0,Chad Mendes,66.0,2.35,0.67,2.78,0.49,Orthodox,0.3,4.13,1.0,0.55,145 lbs.,"Aug 13, 1984","5' 8""",2.0,10.0,30.0,Nik Lentz,68.0,3.09,0.49,3.47,0.5,Orthodox,1.3,3.59,0.44,0.34,155 lbs.,0.782608695652174,0.7142857142857143,-2.0,23.0,42.0,0.1339130434782608,0.1135714285714285,34,35,-1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2:08,"December 14, 2013","Sacramento, California, USA","Aug 13, 1986","5' 3""",1.0,3.0,27.0,Demetrious Johnson,66.0,1.66,0.67,3.43,0.54,Orthodox,0.5,3.35,0.65,0.56,125 lbs.,"Jul 31, 1984","5' 4""",0.0,5.0,28.0,Joseph Benavidez,65.0,2.52,0.63,3.46,0.33,Southpaw,0.6,1.53,0.65,0.31,125 lbs.,0.8709677419354839,0.8484848484848485,1.0,31.0,33.0,0.1267741935483871,0.123030303030303,33,35,-2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"February 01, 2014","Newark, New Jersey, USA","Nov 21, 1986","6' 2""",0.0,6.0,11.0,Clint Hester,77.0,3.44,0.56,3.36,0.42,Orthodox,0.0,1.02,0.6,0.35,205 lbs.,"Aug 15, 1991","6' 3""",0.0,3.0,8.0,Andy Enz,78.0,5.32,0.57,3.51,0.23,Orthodox,0.0,0.0,0.58,0.0,185 lbs.,0.6470588235294118,0.7272727272727273,-1.0,17.0,11.0,0.1976470588235294,0.3190909090909091,33,28,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3:22,"December 14, 2013","Sacramento, California, USA","May 14, 1979","5' 6""",0.0,10.0,35.0,Urijah Faber,67.0,2.52,0.64,2.68,0.41,Orthodox,0.9,1.59,0.6,0.31,135 lbs.,"Jan 15, 1991","5' 9""",0.0,4.0,17.0,Michael McDonald,70.0,2.76,0.57,2.69,0.42,Orthodox,1.4,1.09,0.52,0.66,135 lbs.,0.7777777777777778,0.8095238095238095,-3.0,45.0,21.0,0.0795555555555555,0.1947619047619047,40,28,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"February 01, 2014","Newark, New Jersey, USA","May 03, 1985","5' 8""",0.0,6.0,17.0,John Makdessi,68.0,3.77,0.7,5.43,0.5,Orthodox,0.0,0.0,0.87,0.0,155 lbs.,"Jul 19, 1983","5' 11""",0.0,2.0,15.0,Alan Patrick,74.0,2.39,0.45,1.88,0.43,Southpaw,0.4,3.92,0.66,0.4,155 lbs.,0.7391304347826086,0.8823529411764706,-6.0,23.0,17.0,0.2360869565217391,0.1341176470588235,34,36,-2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"February 01, 2014","Newark, New Jersey, USA","Sep 01, 1981","6' 0""",0.0,4.0,10.0,Nick Catone,72.0,2.32,0.63,2.11,0.44,Southpaw,0.5,3.71,0.83,0.44,185 lbs.,"Jul 13, 1982","6' 1""",0.0,9.0,17.0,Tom Watson,73.0,4.41,0.5,4.01,0.44,Orthodox,0.0,0.15,0.43,0.07,185 lbs.,0.7142857142857143,0.6538461538461539,-1.0,14.0,26.0,0.1864285714285714,0.1542307692307692,38,37,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2:32,"February 01, 2014","Newark, New Jersey, USA","Oct 12, 1984","5' 8""",1.0,11.0,21.0,Jamie Varner,72.0,2.55,0.58,2.92,0.34,Orthodox,0.8,3.49,0.66,0.53,155 lbs.,"Sep 18, 1983","5' 8""",0.0,8.0,15.0,Abel Trujillo,70.0,2.31,0.59,2.65,0.41,Orthodox,0.4,2.18,0.4,0.45,155 lbs.,0.6363636363636364,0.6521739130434783,2.0,33.0,23.0,0.1127272727272727,0.1326086956521739,35,36,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"February 01, 2014","Newark, New Jersey, USA","Jun 12, 1990","5' 3""",0.0,9.0,31.0,John Lineker,67.0,4.27,0.56,5.36,0.4,Orthodox,0.6,0.56,0.67,0.58,135 lbs.,"Jun 10, 1985","5' 4""",0.0,5.0,14.0,Ali Bagautinov,65.0,3.09,0.52,2.85,0.42,Orthodox,0.3,2.51,0.65,0.36,125 lbs.,0.775,0.7368421052631579,2.0,40.0,19.0,0.149,0.1657894736842105,29,34,-5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5:00,"February 01, 2014","Newark, New Jersey, USA","Sep 09, 1986","5' 7""",0.0,5.0,28.0,Jose Aldo,70.0,3.14,0.65,3.45,0.44,Orthodox,0.2,0.67,0.92,0.65,145 lbs.,"May 21, 1982","5' 8""",0.0,8.0,19.0,Ricardo Lamas,71.0,2.66,0.59,2.88,0.45,Orthodox,1.0,1.63,0.47,0.32,145 lbs.,0.8484848484848485,0.7037037037037037,-1.0,33.0,27.0,0.1106060606060606,0.1437037037037037,33,37,-4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"February 01, 2014","Newark, New Jersey, USA","May 27, 1981","5' 3""",0.0,8.0,17.0,Chris Cariaso,63.0,2.23,0.61,3.35,0.43,Southpaw,0.8,1.11,0.57,0.39,125 lbs.,"Jun 14, 1985","5' 6""",0.0,7.0,18.0,Danny Martinez,67.0,3.77,0.63,2.73,0.28,Orthodox,0.0,3.0,0.36,0.45,125 lbs.,0.68,0.72,-4.0,25.0,25.0,0.166,0.1092,38,34,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3:42,"February 01, 2014","Newark, New Jersey, USA","Jan 31, 1987","5' 6""",0.0,9.0,36.0,Renan Barao,70.0,3.9,0.57,3.78,0.36,Orthodox,0.5,1.49,0.91,0.41,145 lbs.,"May 14, 1979","5' 6""",0.0,10.0,35.0,Urijah Faber,67.0,2.52,0.64,2.68,0.41,Orthodox,0.9,1.59,0.6,0.31,135 lbs.,0.8,0.7777777777777778,3.0,45.0,45.0,0.095111111111111,0.0795555555555555,32,40,-8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"January 25, 2014","Chicago, Illinois, USA","Mar 13, 1981","6' 0""",0.0,7.0,17.0,George Sullivan,73.0,2.42,0.57,3.53,0.39,Orthodox,0.7,1.37,0.38,0.2,170 lbs.,"Dec 04, 1989","6' 1""",0.0,4.0,6.0,Mike Rhodes,74.0,4.13,0.64,3.2,0.39,Orthodox,0.5,0.96,0.75,0.33,170 lbs.,0.7083333333333334,0.6,-1.0,24.0,10.0,0.17625,0.37,38,29,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,5:00,"January 25, 2014","Chicago, Illinois, USA","Jan 26, 1985","5' 6""",0.0,7.0,14.0,Chico Camus,66.0,2.46,0.64,2.58,0.41,Orthodox,0.4,0.77,0.72,0.4,125 lbs.,"Feb 04, 1981","5' 9""",0.0,11.0,21.0,Yaotzin Meza,74.0,1.62,0.64,1.43,0.41,Orthodox,1.4,1.06,0.18,0.2,145 lbs.,0.6666666666666666,0.65625,-8.0,21.0,32.0,0.1419047619047619,0.0884375,34,38,-4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"January 25, 2014","Chicago, Illinois, USA","Jul 22, 1986","5' 9""",0.0,6.0,14.0,Junior Hernandez,69.0,5.51,0.64,2.72,0.28,Orthodox,0.0,0.0,0.0,0.0,135 lbs.,"Sep 26, 1982","5' 6""",0.0,4.0,8.0,Hugo Viana,67.0,3.2,0.57,3.05,0.38,Orthodox,0.0,0.22,0.5,0.06,135 lbs.,0.7,0.6666666666666666,2.0,20.0,12.0,0.136,0.2541666666666666,33,37,-4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4:56,"January 25, 2014","Chicago, Illinois, USA","Jun 11, 1985","5' 8""",0.0,8.0,16.0,Daron Cruickshank,72.0,2.98,0.57,2.88,0.38,Switch,0.2,2.04,0.6,0.41,155 lbs.,"Jul 06, 1981","5' 10""",0.0,4.0,9.0,Mike Rio,71.0,2.99,0.53,1.68,0.39,Orthodox,1.0,2.58,0.0,0.27,155 lbs.,0.6666666666666666,0.6923076923076923,1.0,24.0,13.0,0.1283333333333333,0.2061538461538461,34,38,-4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"January 25, 2014","Chicago, Illinois, USA","May 16, 1984","5' 10""",0.0,8.0,25.0,Darren Elkins,71.0,2.8,0.53,3.27,0.36,Orthodox,1.3,2.52,0.58,0.35,145 lbs.,"May 25, 1986","5' 9""",0.0,17.0,28.0,Jeremy Stephens,71.0,2.98,0.58,3.09,0.4,Orthodox,0.4,1.18,0.65,0.38,145 lbs.,0.7575757575757576,0.6222222222222222,0.0,33.0,45.0,0.1384848484848485,0.0775555555555555,35,33,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"February 01, 2014","Newark, New Jersey, USA","May 24, 1979","6' 3""",0.0,11.0,18.0,Frank Mir,79.0,3.84,0.38,2.18,0.47,Southpaw,2.0,2.02,0.54,0.4,264 lbs.,"May 17, 1980","6' 4""",0.0,18.0,45.0,Alistair Overeem,80.0,2.15,0.59,3.54,0.62,Orthodox,0.9,1.39,0.73,0.53,265 lbs.,0.6206896551724138,0.7142857142857143,-1.0,29.0,63.0,0.1441379310344827,0.0704761904761904,40,39,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4:16,"January 25, 2014","Chicago, Illinois, USA","Jun 26, 1984","5' 7""",1.0,13.0,24.0,Eddie Wineland,69.0,3.51,0.7,3.41,0.29,Orthodox,0.1,0.28,0.86,0.28,135 lbs.,"May 30, 1979","5' 7""",0.0,11.0,20.0,Yves Jabouin,68.0,2.93,0.62,3.06,0.41,Orthodox,0.1,1.94,0.82,0.6,135 lbs.,0.631578947368421,0.6451612903225806,1.0,38.0,31.0,0.0923684210526315,0.1019354838709677,35,40,-5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4:39,"January 25, 2014","Chicago, Illinois, USA","Jun 20, 1988","5' 10""",0.0,12.0,15.0,Alex Caceres,73.0,2.86,0.64,3.98,0.48,Southpaw,0.8,0.53,0.58,0.75,145 lbs.,"Aug 18, 1993","5' 6""",0.0,5.0,18.0,Sergio Pettis,69.0,2.91,0.65,3.88,0.37,Orthodox,0.4,0.85,0.67,0.4,125 lbs.,0.5555555555555556,0.782608695652174,4.0,27.0,23.0,0.177037037037037,0.1860869565217391,31,26,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"January 15, 2014","Duluth, Georgia, USA","Mar 27, 1986","5' 5""",0.0,4.0,9.0,Alptekin Ozkilic,65.0,5.72,0.59,3.81,0.32,Orthodox,0.0,4.21,0.75,0.58,125 lbs.,"Jul 16, 1991","5' 9""",0.0,6.0,16.0,Louis Smolka,68.0,3.47,0.53,4.22,0.46,Orthodox,2.1,1.65,0.3,0.34,135 lbs.,0.6923076923076923,0.7272727272727273,-3.0,13.0,22.0,0.293076923076923,0.2872727272727273,33,28,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4:40,"January 25, 2014","Chicago, Illinois, USA","Mar 29, 1983","6' 1""",0.0,13.0,36.0,Donald Cerrone,73.0,4.23,0.53,4.34,0.46,Orthodox,1.3,1.21,0.73,0.36,155 lbs.,"Dec 16, 1982","5' 10""",0.0,9.0,28.0,Adriano Martins,72.0,2.14,0.65,1.8,0.38,Southpaw,0.4,0.83,0.81,0.8,155 lbs.,0.7346938775510204,0.7567567567567568,1.0,49.0,37.0,0.1151020408163265,0.0594594594594594,36,36,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"January 25, 2014","Chicago, Illinois, USA","Aug 19, 1982","6' 4""",0.0,3.0,19.0,Stipe Miocic,80.0,3.69,0.56,4.95,0.52,Orthodox,0.0,2.2,0.73,0.37,240 lbs.,"May 18, 1979","6' 2""",0.0,11.0,17.0,Gabriel Gonzaga,76.0,2.94,0.57,2.12,0.45,Orthodox,1.1,2.8,0.66,0.39,242 lbs.,0.8636363636363636,0.6071428571428571,4.0,22.0,28.0,0.225,0.115,37,40,-3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,5:00,"January 15, 2014","Duluth, Georgia, USA","Apr 08, 1978","5' 8""",1.0,6.0,14.0,Isaac Vallie-Flagg,68.0,5.6,0.45,5.56,0.47,Orthodox,0.0,0.2,0.58,0.12,155 lbs.,"Sep 22, 1986","5' 11""",0.0,2.0,11.0,Elias Silverio,73.0,2.97,0.51,3.67,0.49,Orthodox,0.2,1.62,0.85,0.38,155 lbs.,0.6666666666666666,0.8461538461538461,-5.0,21.0,13.0,0.2647619047619047,0.2976923076923077,41,33,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5:00,"January 25, 2014","Chicago, Illinois, USA","Nov 16, 1983","5' 9""",0.0,5.0,23.0,Benson Henderson,70.0,1.79,0.63,2.93,0.45,Southpaw,0.8,2.4,0.63,0.45,170 lbs.,"Sep 21, 1978","5' 10""",0.0,8.0,21.0,Josh Thomson,71.0,2.12,0.64,2.59,0.47,Orthodox,1.3,1.92,0.54,0.39,155 lbs.,0.8214285714285714,0.7241379310344828,-1.0,28.0,29.0,0.1332142857142857,0.1341379310344827,36,41,-5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"January 15, 2014","Duluth, Georgia, USA","Apr 01, 1988","5' 11""",0.0,6.0,10.0,Ramsey Nijem,75.0,1.62,0.62,3.05,0.44,Orthodox,1.1,5.32,0.55,0.62,155 lbs.,"Jan 26, 1983","5' 10""",0.0,5.0,9.0,Justin Edwards,70.0,3.32,0.51,2.68,0.42,Orthodox,1.0,2.14,0.27,0.26,155 lbs.,0.625,0.6428571428571429,5.0,16.0,14.0,0.259375,0.2628571428571428,31,36,-5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5:00,"January 15, 2014","Duluth, Georgia, USA","Jan 05, 1981","6' 3""",0.0,10.0,15.0,Trevor Smith,75.0,3.31,0.51,3.29,0.55,Orthodox,0.7,1.7,0.6,0.32,185 lbs.,"Apr 26, 1981","6' 2""",0.0,2.0,4.0,Brian Houston,78.0,3.67,0.53,1.9,0.35,Orthodox,0.0,0.95,0.87,1.0,185 lbs.,0.6,0.6666666666666666,-3.0,25.0,6.0,0.1596,0.3166666666666666,38,38,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1:54,"January 15, 2014","Duluth, Georgia, USA","Apr 26, 1984","6' 1""",0.0,11.0,21.0,Cole Miller,74.0,3.88,0.59,3.0,0.33,Orthodox,1.8,0.6,0.38,0.36,145 lbs.,"Feb 01, 1986","5' 8""",0.0,8.0,15.0,Sam Sicilia,67.0,3.55,0.59,2.46,0.33,Orthodox,0.9,1.45,0.7,0.43,145 lbs.,0.65625,0.6521739130434783,7.0,32.0,23.0,0.15,0.1460869565217391,35,33,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
