winner,fight_duration_lastrnd,n_draw_x,n_loss_x,n_win_x,reach_x,sig_str_abs_pM_x,sig_str_def_pct_x,sig_str_land_pM_x,sig_str_land_pct_x,sub_avg_x,td_avg_x,td_def_pct_x,td_land_pct_x,n_draw_y,n_loss_y,n_win_y,reach_y,sig_str_abs_pM_y,sig_str_def_pct_y,sig_str_land_pM_y,sig_str_land_pct_y,sub_avg_y,td_avg_y,td_def_pct_y,td_land_pct_y,win_percentage_x,win_percentage_y,reach_advantage,total_fights_x,total_fights_y,finishing_rate_x,finishing_rate_y,age_x,age_y,age_difference,decision_method_DQ,decision_method_Decision - Majority,decision_method_Decision - Split,decision_method_Decision - Unanimous,decision_method_KO/TKO,decision_method_Overturned,decision_method_Submission,decision_method_TKO - Doctor's Stoppage,time_format_3 Rnd (5-5-5),time_format_3 Rnd + OT (5-5-5-5),time_format_5 Rnd (5-5-5-5-5),weight_class_Catch Weight Bout,weight_class_Featherweight Bout,weight_class_Flyweight Bout,weight_class_Heavyweight Bout,weight_class_Light Heavyweight Bout,weight_class_Lightweight Bout,weight_class_Middleweight Bout,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title Bout,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title Bout,weight_class_UFC Bantamweight Title Bout,weight_class_UFC Featherweight Title Bout,weight_class_UFC Flyweight Title Bout,weight_class_UFC Heavyweight Title Bout,weight_class_UFC Interim Bantamweight Title Bout,weight_class_UFC Interim Featherweight Title Bout,weight_class_UFC Interim Heavyweight Title Bout,weight_class_UFC Interim Light Heavyweight Title Bout,weight_class_UFC Interim Lightweight Title Bout,weight_class_UFC Interim Middleweight Title Bout,weight_class_UFC Interim Welterweight Title Bout,weight_class_UFC Light Heavyweight Title Bout,weight_class_UFC Lightweight Title Bout,weight_class_UFC Middleweight Title Bout,weight_class_UFC Welterweight Title Bout,weight_class_UFC Women's Bantamweight Title Bout,weight_class_UFC Women's Featherweight Title Bout,weight_class_UFC Women's Flyweight Title Bout,weight_class_UFC Women's Strawweight Title Bout,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 12 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 13 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 15 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 16 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 17 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 19 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 25 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 5 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 7 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter China Featherweight Tournament Title Bout,weight_class_Ultimate Fighter China Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America Featherweight Tournament Title Bout,weight_class_Welterweight Bout,weight_class_Women's Bantamweight Bout,weight_class_Women's Featherweight Bout,weight_class_Women's Flyweight Bout,weight_class_Women's Strawweight Bout
1,3,0.0,3.0,5.0,81.0,2.11,0.5,3.53,0.72,0.5,3.9,0.6,0.55,0.0,14.0,28.0,78.0,1.77,0.54,2.37,0.5,0.7,1.22,0.32,0.5,0.625,0.6666666666666666,3.0,8.0,42.0,0.5037499999999999,0.0730952380952381,42,41,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.0,2.0,26.0,76.0,1.4,0.72,3.78,0.53,1.1,4.16,0.83,0.74,1.0,5.0,27.0,76.0,1.65,0.54,2.61,0.5,0.8,3.6,0.56,0.51,0.9285714285714286,0.8181818181818182,0.0,28.0,33.0,0.1742857142857143,0.1033333333333333,38,41,-3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.0,7.0,19.0,77.0,2.81,0.61,4.38,0.36,0.7,1.05,0.57,0.48,0.0,11.0,36.0,73.0,2.51,0.55,3.25,0.54,0.1,1.52,0.73,0.56,0.7307692307692307,0.7659574468085106,4.0,26.0,47.0,0.1953846153846153,0.0712765957446808,40,41,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,9.0,25.0,70.0,3.03,0.64,3.17,0.43,0.8,0.67,0.6,0.3,0.0,17.0,28.0,71.0,2.98,0.58,3.09,0.4,0.4,1.18,0.65,0.38,0.7352941176470589,0.6222222222222222,-1.0,34.0,45.0,0.1167647058823529,0.0775555555555555,43,33,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,5.0,7.0,74.0,3.55,0.6,4.71,0.46,0.3,0.57,0.6,0.27,0.0,10.0,18.0,76.0,2.58,0.54,2.65,0.47,1.2,3.55,0.62,0.54,0.5833333333333334,0.6428571428571429,-2.0,12.0,28.0,0.4175,0.1374999999999999,39,36,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,9.0,16.0,68.0,3.57,0.51,3.18,0.5,1.5,2.14,0.56,0.37,1.0,7.0,24.0,68.0,2.31,0.62,2.0,0.4,1.5,3.83,0.62,0.42,0.64,0.75,0.0,25.0,32.0,0.1871999999999999,0.109375,36,35,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,9.0,28.0,78.0,2.99,0.52,2.13,0.4,1.1,2.1,0.3,0.27,2.0,19.0,38.0,74.0,2.32,0.55,2.71,0.49,0.8,1.87,0.7,0.51,0.7567567567567568,0.6440677966101694,4.0,37.0,59.0,0.0872972972972973,0.0594915254237288,38,40,-2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1.0,8.0,23.0,77.0,2.45,0.56,3.61,0.51,1.1,1.65,0.31,0.3,0.0,7.0,12.0,76.0,2.81,0.52,3.03,0.56,0.2,0.7,0.59,0.53,0.71875,0.631578947368421,1.0,32.0,19.0,0.1471875,0.17,42,42,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,15.0,28.0,70.0,3.42,0.62,3.73,0.41,0.3,0.71,0.63,0.6,0.0,9.0,45.0,73.0,1.36,0.53,2.14,0.53,1.2,2.95,0.35,0.5,0.6511627906976745,0.8333333333333334,-3.0,43.0,54.0,0.0937209302325581,0.0618518518518518,36,46,-10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,2.0,14.0,16.0,70.0,3.2,0.56,2.76,0.48,0.5,1.19,0.74,0.55,1.0,4.0,36.0,67.0,2.71,0.55,2.17,0.35,0.4,4.09,0.56,0.46,0.5,0.8780487804878049,3.0,32.0,41.0,0.101875,0.0626829268292682,40,46,-6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,9.0,28.0,72.0,2.01,0.63,1.82,0.43,1.0,2.49,0.61,0.25,0.0,14.0,26.0,77.0,3.13,0.44,3.33,0.49,1.2,2.2,0.59,0.48,0.7567567567567568,0.65,-5.0,37.0,40.0,0.0762162162162162,0.11325,42,39,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1.0,12.0,22.0,70.0,3.44,0.57,3.39,0.48,0.6,1.2,0.46,0.37,0.0,5.0,12.0,75.0,2.32,0.6,2.34,0.43,1.3,3.65,0.31,0.36,0.6285714285714286,0.7058823529411765,-5.0,35.0,17.0,0.114,0.2141176470588235,39,38,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,2.0,26.0,76.0,1.4,0.72,3.78,0.53,1.1,4.16,0.83,0.74,0.0,7.0,11.0,68.0,2.64,0.46,1.98,0.39,0.9,2.05,0.38,0.2,0.9285714285714286,0.6111111111111112,8.0,28.0,18.0,0.1742857142857143,0.16,38,45,-7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,15.0,32.0,74.0,2.7,0.51,2.44,0.47,0.3,1.52,0.57,0.52,0.0,7.0,29.0,75.0,2.07,0.62,4.1,0.44,0.7,1.31,0.63,0.66,0.6808510638297872,0.8055555555555556,-1.0,47.0,36.0,0.0582978723404255,0.1333333333333333,49,45,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,2.0,17.0,75.0,1.8,0.62,3.4,0.4,0.9,2.61,0.6,0.43,0.0,9.0,19.0,71.0,2.17,0.62,3.8,0.41,0.9,2.53,0.63,0.48,0.8947368421052632,0.6785714285714286,4.0,19.0,28.0,0.2263157894736842,0.1678571428571428,32,35,-3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0.0,6.0,14.0,72.0,2.26,0.57,3.12,0.51,0.6,3.17,0.57,0.29,0.0,4.0,10.0,72.0,2.32,0.63,2.11,0.44,0.5,3.71,0.83,0.44,0.7,0.7142857142857143,0.0,20.0,14.0,0.186,0.1864285714285714,41,38,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,7.0,12.0,76.0,2.81,0.52,3.03,0.56,0.2,0.7,0.59,0.53,1.0,12.0,26.0,77.0,3.13,0.58,3.37,0.39,1.0,0.52,0.71,0.25,0.631578947368421,0.6666666666666666,-1.0,19.0,39.0,0.17,0.112051282051282,42,42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,4.0,11.0,73.0,2.53,0.56,3.6,0.52,0.5,3.78,0.83,0.34,0.0,14.0,26.0,77.0,3.13,0.44,3.33,0.49,1.2,2.2,0.59,0.48,0.7333333333333333,0.65,-4.0,15.0,40.0,0.2733333333333333,0.11325,45,39,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2.0,19.0,38.0,74.0,2.32,0.55,2.71,0.49,0.8,1.87,0.7,0.51,0.0,9.0,28.0,72.0,2.01,0.63,1.82,0.43,1.0,2.49,0.61,0.25,0.6440677966101694,0.7567567567567568,2.0,59.0,37.0,0.0594915254237288,0.0762162162162162,40,42,-2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,6.0,14.0,71.0,2.52,0.67,2.61,0.27,1.6,2.32,0.53,0.31,1.0,13.0,15.0,72.0,2.47,0.6,3.43,0.34,0.1,1.05,0.59,0.57,0.7,0.5172413793103449,-1.0,20.0,29.0,0.2105,0.1217241379310345,42,38,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,11.0,19.0,72.0,2.8,0.59,3.96,0.47,0.0,2.18,0.62,0.78,0.0,9.0,28.0,78.0,2.99,0.52,2.13,0.4,1.1,2.1,0.3,0.27,0.6333333333333333,0.7567567567567568,-6.0,30.0,37.0,0.132,0.0872972972972973,38,38,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,12.0,23.0,71.0,3.08,0.51,2.15,0.5,0.4,2.7,0.53,0.49,0.0,5.0,14.0,78.0,1.6,0.46,2.07,0.49,2.5,2.28,0.33,0.5,0.6571428571428571,0.7368421052631579,-7.0,35.0,19.0,0.0728571428571428,0.2405263157894737,36,33,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0.0,8.0,18.0,69.0,3.99,0.53,3.49,0.45,0.3,3.83,0.63,0.46,0.0,5.0,7.0,74.0,3.55,0.6,4.71,0.46,0.3,0.57,0.6,0.27,0.6923076923076923,0.5833333333333334,-5.0,26.0,12.0,0.1457692307692307,0.4175,36,39,-3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,2.0,14.0,16.0,70.0,3.2,0.56,2.76,0.48,0.5,1.19,0.74,0.55,0.0,6.0,14.0,74.0,1.85,0.63,2.41,0.4,1.3,2.22,0.6,0.33,0.5,0.7,-4.0,32.0,20.0,0.101875,0.1855,40,43,-3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,4.0,12.0,75.0,3.13,0.57,3.59,0.3,3.3,0.41,0.5,1.0,0.0,4.0,10.0,72.0,2.32,0.63,2.11,0.44,0.5,3.71,0.83,0.44,0.75,0.7142857142857143,3.0,16.0,14.0,0.430625,0.1864285714285714,42,38,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,10.0,34.0,77.0,1.98,0.61,3.04,0.62,0.8,0.52,0.69,0.77,0.0,7.0,19.0,77.0,2.81,0.61,4.38,0.36,0.7,1.05,0.57,0.48,0.7727272727272727,0.7307692307692307,0.0,44.0,26.0,0.0872727272727272,0.1953846153846153,44,40,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,14.0,40.0,71.0,2.51,0.63,1.95,0.31,0.8,4.08,0.92,0.53,0.0,17.0,28.0,71.0,2.98,0.58,3.09,0.4,0.4,1.18,0.65,0.38,0.7407407407407407,0.6222222222222222,0.0,54.0,45.0,0.0509259259259259,0.0775555555555555,36,33,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,6.0,10.0,74.0,2.41,0.6,2.5,0.42,1.4,2.46,0.57,0.32,0.0,10.0,18.0,76.0,2.58,0.54,2.65,0.47,1.2,3.55,0.62,0.54,0.625,0.6428571428571429,-2.0,16.0,28.0,0.24375,0.1374999999999999,36,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,7.0,20.0,72.0,3.28,0.62,3.22,0.42,2.0,1.86,0.78,0.41,0.0,13.0,30.0,75.0,2.34,0.57,3.56,0.39,1.2,0.58,0.36,0.55,0.7407407407407407,0.6976744186046512,-3.0,27.0,43.0,0.1933333333333333,0.1106976744186046,37,35,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,1.0,4.0,22.0,76.0,1.89,0.58,2.12,0.49,0.6,2.93,0.71,0.43,0.0,5.0,21.0,72.0,3.21,0.56,3.95,0.54,0.6,1.63,0.36,0.43,0.8148148148148148,0.8076923076923077,4.0,27.0,26.0,0.1007407407407407,0.175,38,35,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0.0,13.0,31.0,71.0,2.89,0.59,2.78,0.4,2.0,1.77,0.47,0.42,1.0,12.0,22.0,70.0,3.44,0.57,3.39,0.48,0.6,1.2,0.46,0.37,0.7045454545454546,0.6285714285714286,1.0,44.0,35.0,0.1086363636363636,0.114,36,39,-3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.0,2.0,26.0,76.0,1.4,0.72,3.78,0.53,1.1,4.16,0.83,0.74,0.0,15.0,28.0,70.0,3.42,0.62,3.73,0.41,0.3,0.71,0.63,0.6,0.9285714285714286,0.6511627906976745,6.0,28.0,43.0,0.1742857142857143,0.0937209302325581,38,36,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,6.0,14.0,73.0,3.62,0.57,3.1,0.41,1.0,2.29,0.92,0.67,0.0,7.0,17.0,73.0,3.1,0.59,2.7,0.41,0.9,0.44,0.55,0.26,0.7,0.7083333333333334,0.0,20.0,24.0,0.205,0.15,44,35,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,15.0,32.0,74.0,2.7,0.51,2.44,0.47,0.3,1.52,0.57,0.52,0.0,9.0,31.0,75.0,2.71,0.65,4.33,0.38,0.3,1.05,0.63,0.43,0.6808510638297872,0.775,-1.0,47.0,40.0,0.0582978723404255,0.1157499999999999,49,40,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1.0,5.0,27.0,76.0,1.65,0.54,2.61,0.5,0.8,3.6,0.56,0.51,0.0,8.0,15.0,73.0,1.99,0.63,1.71,0.39,1.2,1.42,0.63,0.31,0.8181818181818182,0.6521739130434783,3.0,33.0,23.0,0.1033333333333333,0.1265217391304348,41,38,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0.0,3.0,5.0,81.0,2.11,0.5,3.53,0.72,0.5,3.9,0.6,0.55,0.0,11.0,18.0,79.0,3.84,0.38,2.18,0.47,2.0,2.02,0.54,0.4,0.625,0.6206896551724138,2.0,8.0,29.0,0.5037499999999999,0.1441379310344827,42,40,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3.0,15.0,48.0,68.0,1.85,0.66,2.96,0.4,0.2,1.3,0.61,0.63,0.0,14.0,40.0,71.0,2.51,0.63,1.95,0.31,0.8,4.08,0.92,0.53,0.7272727272727273,0.7407407407407407,-3.0,66.0,54.0,0.0478787878787878,0.0509259259259259,36,36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,12.0,31.0,72.0,2.91,0.57,2.75,0.38,0.9,1.62,0.47,0.25,0.0,16.0,35.0,70.0,2.46,0.65,2.45,0.33,0.7,3.32,0.69,0.37,0.7209302325581395,0.6862745098039216,2.0,43.0,51.0,0.0848837209302325,0.0617647058823529,37,37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1.0,6.0,11.0,72.0,4.47,0.55,4.44,0.47,0.5,0.27,0.56,0.25,1.0,6.0,17.0,75.0,2.89,0.59,2.17,0.39,0.6,1.76,0.77,0.35,0.6111111111111112,0.7083333333333334,-3.0,18.0,24.0,0.2744444444444445,0.1154166666666666,39,32,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0.0,6.0,15.0,77.0,2.29,0.54,2.36,0.37,0.6,1.06,0.61,0.5,2.0,12.0,22.0,77.0,3.61,0.51,3.37,0.5,1.0,0.21,0.68,0.4,0.7142857142857143,0.6111111111111112,0.0,21.0,36.0,0.1409523809523809,0.1213888888888889,40,36,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
