winner,fight_duration_lastrnd,n_draw_x,n_loss_x,n_win_x,reach_x,sig_str_abs_pM_x,sig_str_def_pct_x,sig_str_land_pM_x,sig_str_land_pct_x,sub_avg_x,td_avg_x,td_def_pct_x,td_land_pct_x,n_draw_y,n_loss_y,n_win_y,reach_y,sig_str_abs_pM_y,sig_str_def_pct_y,sig_str_land_pM_y,sig_str_land_pct_y,sub_avg_y,td_avg_y,td_def_pct_y,td_land_pct_y,win_percentage_x,win_percentage_y,reach_advantage,total_fights_x,total_fights_y,finishing_rate_x,finishing_rate_y,age_x,age_y,age_difference,decision_method_DQ,decision_method_Decision - Majority,decision_method_Decision - Split,decision_method_Decision - Unanimous,decision_method_KO/TKO,decision_method_Overturned,decision_method_Submission,decision_method_TKO - Doctor's Stoppage,time_format_3 Rnd (5-5-5),time_format_3 Rnd + OT (5-5-5-5),time_format_5 Rnd (5-5-5-5-5),weight_class_Catch Weight Bout,weight_class_Featherweight Bout,weight_class_Flyweight Bout,weight_class_Heavyweight Bout,weight_class_Light Heavyweight Bout,weight_class_Lightweight Bout,weight_class_Middleweight Bout,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title Bout,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title Bout,weight_class_UFC Bantamweight Title Bout,weight_class_UFC Featherweight Title Bout,weight_class_UFC Flyweight Title Bout,weight_class_UFC Heavyweight Title Bout,weight_class_UFC Interim Bantamweight Title Bout,weight_class_UFC Interim Featherweight Title Bout,weight_class_UFC Interim Heavyweight Title Bout,weight_class_UFC Interim Light Heavyweight Title Bout,weight_class_UFC Interim Lightweight Title Bout,weight_class_UFC Interim Middleweight Title Bout,weight_class_UFC Interim Welterweight Title Bout,weight_class_UFC Light Heavyweight Title Bout,weight_class_UFC Lightweight Title Bout,weight_class_UFC Middleweight Title Bout,weight_class_UFC Welterweight Title Bout,weight_class_UFC Women's Bantamweight Title Bout,weight_class_UFC Women's Featherweight Title Bout,weight_class_UFC Women's Flyweight Title Bout,weight_class_UFC Women's Strawweight Title Bout,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 12 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 13 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title Bout,weight_class_Ultimate Fighter 14 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 15 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 16 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 17 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 19 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 25 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter 27 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 5 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter 7 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter 8 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title Bout,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title Bout,weight_class_Ultimate Fighter China Featherweight Tournament Title Bout,weight_class_Ultimate Fighter China Welterweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title Bout,weight_class_Ultimate Fighter Latin America Featherweight Tournament Title Bout,weight_class_Welterweight Bout,weight_class_Women's Bantamweight Bout,weight_class_Women's Featherweight Bout,weight_class_Women's Flyweight Bout,weight_class_Women's Strawweight Bout
1,3,0.0,1.0,6.0,70.0,5.5,0.51,6.6,0.47,0.0,3.0,0.0,0.33,0.0,6.0,12.0,73.0,5.72,0.55,3.71,0.45,1.0,1.31,0.75,0.2,0.8571428571428571,0.6666666666666666,-3.0,7.0,18.0,0.9428571428571428,0.2616666666666666,30,33,-3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,1.0,10.0,73.0,4.8,0.58,4.49,0.44,0.3,0.0,0.78,0.0,0.0,4.0,9.0,70.0,3.76,0.56,4.84,0.39,0.0,0.0,0.55,0.0,0.9090909090909092,0.6923076923076923,3.0,11.0,13.0,0.4354545454545455,0.3723076923076923,25,29,-4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,15.0,28.0,70.0,3.42,0.62,3.73,0.41,0.3,0.71,0.63,0.6,0.0,10.0,19.0,73.0,2.27,0.63,1.79,0.36,0.4,2.46,0.64,0.48,0.6511627906976745,0.6551724137931034,-3.0,43.0,29.0,0.0937209302325581,0.0755172413793103,36,41,-5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0.0,6.0,13.0,72.0,3.55,0.54,2.6,0.31,1.4,0.34,0.55,0.2,0.0,2.0,11.0,70.0,2.8,0.61,3.42,0.48,0.0,0.68,0.33,0.5,0.6842105263157895,0.8461538461538461,2.0,19.0,13.0,0.2105263157894736,0.2630769230769231,26,25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0.0,2.0,13.0,63.0,3.45,0.62,1.79,0.37,1.9,3.35,0.25,0.5,0.0,2.0,9.0,62.0,1.53,0.65,4.8,0.38,0.0,3.0,0.33,0.75,0.8666666666666667,0.8181818181818182,1.0,15.0,11.0,0.246,0.4363636363636363,28,26,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.0,6.0,21.0,77.0,3.09,0.58,4.76,0.48,0.1,0.33,0.8,0.55,1.0,8.0,23.0,77.0,2.45,0.56,3.61,0.51,1.1,1.65,0.31,0.3,0.7777777777777778,0.71875,0.0,27.0,32.0,0.1799999999999999,0.1471875,35,42,-7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,10.0,34.0,77.0,1.98,0.61,3.04,0.62,0.8,0.52,0.69,0.77,0.0,11.0,24.0,71.0,3.21,0.48,2.81,0.48,0.2,0.68,0.43,0.2,0.7727272727272727,0.6857142857142857,6.0,44.0,35.0,0.0872727272727272,0.086,44,39,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,6.0,20.0,74.0,3.86,0.53,4.08,0.37,0.2,2.44,0.69,0.46,0.0,4.0,11.0,72.0,3.64,0.63,3.0,0.42,0.0,0.0,0.53,0.0,0.7692307692307693,0.7333333333333333,2.0,26.0,15.0,0.1646153846153846,0.2,29,29,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,10.0,35.0,67.0,2.52,0.64,2.68,0.41,0.9,1.59,0.6,0.31,0.0,3.0,15.0,69.0,3.79,0.65,2.96,0.4,0.2,6.53,0.71,0.49,0.7777777777777778,0.8333333333333334,-2.0,45.0,18.0,0.0795555555555555,0.1755555555555555,40,27,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1.0,4.0,14.0,74.0,2.85,0.66,4.05,0.41,0.6,1.43,0.8,0.45,0.0,8.0,14.0,78.0,2.44,0.53,1.9,0.42,0.5,2.69,0.84,0.53,0.7368421052631579,0.6363636363636364,-4.0,19.0,22.0,0.2447368421052631,0.109090909090909,26,34,-8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0.0,3.0,10.0,82.0,3.38,0.45,4.31,0.52,0.0,0.0,0.38,0.0,0.0,5.0,13.0,75.0,4.39,0.51,3.59,0.48,1.9,2.54,0.57,0.66,0.7692307692307693,0.7222222222222222,7.0,13.0,18.0,0.3315384615384615,0.305,31,26,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,2.0,9.0,74.0,1.8,0.64,3.16,0.52,0.8,1.07,0.53,0.57,0.0,3.0,16.0,72.0,3.3,0.43,2.43,0.42,1.0,3.0,1.0,0.37,0.8181818181818182,0.8421052631578947,2.0,11.0,19.0,0.36,0.1805263157894737,29,23,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,2.0,15.0,70.0,3.26,0.67,3.63,0.36,0.2,1.5,0.5,0.45,0.0,2.0,13.0,70.0,1.7,0.6,2.88,0.42,0.4,3.38,1.0,0.53,0.8823529411764706,0.8666666666666667,0.0,17.0,15.0,0.2252941176470588,0.2186666666666666,34,28,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.0,3.0,9.0,71.0,1.91,0.67,2.99,0.46,0.1,0.0,0.8,0.0,0.0,1.0,9.0,66.0,4.84,0.46,5.22,0.55,1.2,2.45,0.66,0.75,0.75,0.9,5.0,12.0,10.0,0.2575,0.642,35,24,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0.0,3.0,19.0,74.0,0.69,0.8,3.4,0.56,0.3,1.67,0.76,0.83,0.0,4.0,14.0,75.0,3.62,0.49,1.1,0.2,0.3,1.35,0.16,0.26,0.8636363636363636,0.7777777777777778,-1.0,22.0,18.0,0.1681818181818181,0.0777777777777777,23,32,-9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0.0,0.0,11.0,74.0,2.16,0.62,4.11,0.52,0.8,6.77,0.75,0.4,0.0,9.0,23.0,73.0,3.54,0.57,2.64,0.28,0.0,0.0,0.2,0.0,1.0,0.71875,1.0,11.0,32.0,0.4463636363636363,0.0825,22,29,-7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1.0,8.0,22.0,67.0,2.94,0.64,3.52,0.35,0.1,0.52,0.73,0.2,1.0,4.0,15.0,67.0,2.74,0.62,3.54,0.38,0.7,0.97,0.66,1.0,0.7096774193548387,0.75,0.0,31.0,20.0,0.1167741935483871,0.212,30,21,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.0,4.0,17.0,63.0,4.38,0.58,3.17,0.42,0.8,3.34,0.58,0.47,1.0,8.0,10.0,63.0,3.11,0.61,3.01,0.41,0.3,1.38,0.57,0.27,0.8095238095238095,0.5263157894736842,0.0,21.0,19.0,0.189047619047619,0.1742105263157894,30,34,-4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,1.0,5.0,15.0,70.0,3.82,0.53,3.43,0.47,1.4,0.76,0.68,0.38,0.0,4.0,10.0,71.0,2.63,0.52,1.32,0.34,0.0,0.71,0.37,0.5,0.7142857142857143,0.7142857142857143,-1.0,21.0,14.0,0.23,0.0942857142857142,26,25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0.0,8.0,22.0,73.0,2.53,0.63,3.44,0.33,0.2,1.64,0.71,0.41,0.0,1.0,15.0,70.0,1.78,0.66,3.01,0.39,0.5,1.6,0.7,0.56,0.7333333333333333,0.9375,3.0,30.0,16.0,0.1213333333333333,0.219375,37,25,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0.0,12.0,31.0,72.0,2.91,0.57,2.75,0.38,0.9,1.62,0.47,0.25,0.0,4.0,16.0,75.0,2.09,0.51,2.28,0.41,1.2,3.55,0.66,0.48,0.7209302325581395,0.8,-3.0,43.0,20.0,0.0848837209302325,0.174,37,31,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0.0,13.0,35.0,74.0,2.94,0.66,4.33,0.47,0.4,1.7,0.78,0.59,0.0,2.0,19.0,73.0,5.66,0.36,3.64,0.49,0.9,4.33,0.0,0.55,0.7291666666666666,0.9047619047619048,1.0,48.0,21.0,0.0985416666666666,0.2161904761904761,35,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,0.0,8.0,25.0,78.0,2.76,0.53,3.44,0.49,0.3,1.18,0.65,0.52,0.0,5.0,16.0,77.0,2.43,0.56,4.18,0.48,1.1,0.67,0.68,0.3,0.7575757575757576,0.7619047619047619,1.0,33.0,21.0,0.1133333333333333,0.2514285714285714,36,35,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
