winner,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,time_format,weight_class,date,location,dob_x,height_x,n_draw_x,n_loss_x,n_win_x,name_x,reach_x,sig_str_abs_pM_x,sig_str_def_pct_x,sig_str_land_pM_x,sig_str_land_pct_x,stance_x,sub_avg_x,td_avg_x,td_def_pct_x,td_land_pct_x,weight_x,dob_y,height_y,n_draw_y,n_loss_y,n_win_y,name_y,reach_y,sig_str_abs_pM_y,sig_str_def_pct_y,sig_str_land_pM_y,sig_str_land_pct_y,stance_y,sub_avg_y,td_avg_y,td_def_pct_y,td_land_pct_y,weight_y,win_percentage_x,win_percentage_y,reach_advantage,total_fights_x,total_fights_y,finishing_rate_x,finishing_rate_y,age_x,age_y,age_difference
1,4,3,292,1,0,"July 13, 2019",116,9,"5' 10""",0.0,1.0,10.0,105,73.0,4.8,0.58,4.49,0.44,3,0.3,0.0,0.78,0.0,2,833,"5' 7""",0.0,4.0,9.0,1132,70.0,3.76,0.56,4.84,0.39,1,0.0,0.0,0.55,0.0,2,0.9090909090909092,0.6923076923076923,3.0,11.0,13.0,0.4354545454545455,0.3723076923076923,25,28,-3
1,4,3,292,1,57,"October 25, 2008",114,770,"5' 9""",0.0,15.0,28.0,935,70.0,3.42,0.62,3.73,0.41,1,0.3,0.71,0.63,0.6,5,879,"5' 10""",0.0,10.0,19.0,604,73.0,2.27,0.63,1.79,0.36,1,0.4,2.46,0.64,0.48,5,0.6511627906976745,0.6551724137931034,-3.0,43.0,29.0,0.0937209302325581,0.0755172413793103,25,30,-5
0,5,3,227,1,0,"July 13, 2019",116,282,"5' 6""",0.0,6.0,13.0,594,72.0,3.55,0.54,2.6,0.31,1,1.4,0.34,0.55,0.2,2,55,"5' 8""",0.0,2.0,11.0,581,70.0,2.8,0.61,3.42,0.48,2,0.0,0.68,0.33,0.5,2,0.6842105263157895,0.8461538461538461,2.0,19.0,13.0,0.2105263157894736,0.2630769230769231,26,25,1
0,4,3,292,1,61,"July 13, 2019",116,563,"5' 3""",0.0,2.0,13.0,595,63.0,3.45,0.62,1.79,0.37,1,1.9,3.35,0.25,0.5,0,105,"5' 0""",0.0,2.0,9.0,156,62.0,1.53,0.65,4.8,0.38,2,0.0,3.0,0.33,0.75,0,0.8666666666666667,0.8181818181818182,1.0,15.0,11.0,0.246,0.4363636363636363,28,25,3
1,5,1,74,1,4,"October 25, 2008",114,382,"6' 4""",0.0,6.0,21.0,523,77.0,3.09,0.58,4.76,0.48,1,0.1,0.33,0.8,0.55,11,526,"6' 4""",1.0,8.0,23.0,374,77.0,2.45,0.56,3.61,0.51,1,1.1,1.65,0.31,0.3,9,0.7777777777777778,0.71875,0.0,27.0,32.0,0.1799999999999999,0.1471875,24,31,-7
1,5,3,32,3,23,"October 25, 2008",114,30,"6' 2""",0.0,10.0,34.0,55,77.0,1.98,0.61,3.04,0.62,2,0.8,0.52,0.69,0.77,6,364,"5' 11""",0.0,11.0,24.0,882,71.0,3.21,0.48,2.81,0.48,1,0.2,0.68,0.43,0.2,5,0.7727272727272727,0.6857142857142857,6.0,44.0,35.0,0.0872727272727272,0.086,33,28,5
1,5,1,180,1,2,"July 13, 2019",116,526,"5' 11""",0.0,6.0,20.0,57,74.0,3.86,0.53,4.08,0.37,1,0.2,2.44,0.69,0.46,3,921,"5' 8""",0.0,4.0,11.0,1030,72.0,3.64,0.63,3.0,0.42,1,0.0,0.0,0.53,0.0,3,0.7692307692307693,0.7333333333333333,2.0,26.0,15.0,0.1646153846153846,0.2,29,28,1
1,5,1,39,1,0,"July 13, 2019",116,657,"5' 6""",0.0,10.0,35.0,968,67.0,2.52,0.64,2.68,0.41,1,0.9,1.59,0.6,0.31,2,192,"5' 6""",0.0,3.0,15.0,939,69.0,3.79,0.65,2.96,0.4,1,0.2,6.53,0.71,0.49,2,0.7777777777777778,0.8333333333333334,-2.0,45.0,18.0,0.0795555555555555,0.1755555555555555,40,26,14
1,4,3,292,1,7,"July 13, 2019",116,899,"6' 0""",1.0,4.0,14.0,659,74.0,2.85,0.66,4.05,0.41,2,0.6,1.43,0.8,0.45,6,321,"6' 1""",0.0,8.0,14.0,183,78.0,2.44,0.53,1.9,0.42,2,0.5,2.69,0.84,0.53,6,0.7368421052631579,0.6363636363636364,-4.0,19.0,22.0,0.2447368421052631,0.109090909090909,25,34,-9
0,6,3,292,1,5,"July 13, 2019",116,762,"6' 4""",0.0,3.0,10.0,707,82.0,3.38,0.45,4.31,0.52,2,0.0,0.0,0.38,0.0,7,345,"6' 3""",0.0,5.0,13.0,559,75.0,4.39,0.51,3.59,0.48,1,1.9,2.54,0.57,0.66,7,0.7692307692307693,0.7222222222222222,7.0,13.0,18.0,0.3315384615384615,0.305,30,26,4
1,3,3,292,1,7,"July 13, 2019",116,774,"6' 1""",0.0,2.0,9.0,541,74.0,1.8,0.64,3.16,0.52,2,0.8,1.07,0.53,0.57,6,502,"6' 0""",0.0,3.0,16.0,1148,72.0,3.3,0.43,2.43,0.42,1,1.0,3.0,1.0,0.37,6,0.8181818181818182,0.8421052631578947,2.0,11.0,19.0,0.36,0.1805263157894737,28,22,6
1,5,1,257,1,2,"July 13, 2019",116,546,"5' 6""",0.0,2.0,15.0,506,70.0,3.26,0.67,3.63,0.36,1,0.2,1.5,0.5,0.45,3,326,"5' 8""",0.0,2.0,13.0,827,70.0,1.7,0.6,2.88,0.42,1,0.4,3.38,1.0,0.53,3,0.8823529411764706,0.8666666666666667,0.0,17.0,15.0,0.2252941176470588,0.2186666666666666,34,28,6
1,5,1,9,3,58,"July 13, 2019",116,56,"5' 9""",0.0,3.0,9.0,354,71.0,1.91,0.67,2.99,0.46,1,0.1,0.0,0.8,0.0,2,619,"5' 6""",0.0,1.0,9.0,104,66.0,4.84,0.46,5.22,0.55,1,1.2,2.45,0.66,0.75,2,0.75,0.9,5.0,12.0,10.0,0.2575,0.642,35,24,11
0,4,3,292,1,57,"July 06, 2019",68,127,"5' 10""",0.0,3.0,19.0,396,74.0,0.69,0.8,3.4,0.56,1,0.3,1.67,0.76,0.83,5,272,"6' 2""",0.0,4.0,14.0,189,75.0,3.62,0.49,1.1,0.2,2,0.3,1.35,0.16,0.26,5,0.8636363636363636,0.7777777777777778,-1.0,22.0,18.0,0.1681818181818181,0.0777777777777777,22,32,-10
1,7,1,65,1,7,"July 06, 2019",68,747,"6' 2""",0.0,0.0,11.0,300,74.0,2.16,0.62,4.11,0.52,1,0.8,6.77,0.75,0.4,6,247,"6' 0""",0.0,9.0,23.0,474,73.0,3.54,0.57,2.64,0.28,1,0.0,0.0,0.2,0.0,6,1.0,0.71875,1.0,11.0,32.0,0.4463636363636363,0.0825,21,29,-8
0,5,1,117,1,0,"July 06, 2019",68,850,"5' 6""",1.0,8.0,22.0,23,67.0,2.94,0.64,3.52,0.35,1,0.1,0.52,0.73,0.2,2,197,"5' 8""",1.0,4.0,15.0,1038,67.0,2.74,0.62,3.54,0.38,1,0.7,0.97,0.66,1.0,2,0.7096774193548387,0.75,0.0,31.0,20.0,0.1167741935483871,0.212,29,21,8
1,4,3,292,1,61,"July 06, 2019",68,181,"5' 4""",0.0,4.0,17.0,186,63.0,4.38,0.58,3.17,0.42,1,0.8,3.34,0.58,0.47,0,123,"5' 4""",1.0,8.0,10.0,913,63.0,3.11,0.61,3.01,0.41,1,0.3,1.38,0.57,0.27,0,0.8095238095238095,0.5263157894736842,0.0,21.0,19.0,0.189047619047619,0.1742105263157894,30,33,-3
1,7,2,198,1,0,"July 06, 2019",68,167,"5' 8""",1.0,5.0,15.0,656,70.0,3.82,0.53,3.43,0.47,3,1.4,0.76,0.68,0.38,2,618,"5' 10""",0.0,4.0,10.0,867,71.0,2.63,0.52,1.32,0.34,1,0.0,0.71,0.37,0.5,2,0.7142857142857143,0.7142857142857143,-1.0,21.0,14.0,0.23,0.0942857142857142,26,25,1
0,4,3,292,1,2,"July 06, 2019",68,22,"5' 9""",0.0,8.0,22.0,357,73.0,2.53,0.63,3.44,0.33,1,0.2,1.64,0.71,0.41,3,412,"5' 8""",0.0,1.0,15.0,98,70.0,1.78,0.66,3.01,0.39,2,0.5,1.6,0.7,0.56,3,0.7333333333333333,0.9375,3.0,30.0,16.0,0.1213333333333333,0.219375,37,25,12
0,4,3,292,1,57,"July 06, 2019",68,237,"5' 10""",0.0,12.0,31.0,273,72.0,2.91,0.57,2.75,0.38,2,0.9,1.62,0.47,0.25,5,211,"6' 1""",0.0,4.0,16.0,793,75.0,2.09,0.51,2.28,0.41,2,1.2,3.55,0.66,0.48,5,0.7209302325581395,0.8,-3.0,43.0,20.0,0.0848837209302325,0.174,37,31,6
1,5,1,0,1,57,"July 06, 2019",68,722,"5' 11""",0.0,13.0,35.0,499,74.0,2.94,0.66,4.33,0.47,1,0.4,1.7,0.78,0.59,5,484,"5' 11""",0.0,2.0,19.0,115,73.0,5.66,0.36,3.64,0.49,1,0.9,4.33,0.0,0.55,5,0.7291666666666666,0.9047619047619048,1.0,48.0,21.0,0.0985416666666666,0.2161904761904761,34,34,0
1,5,2,92,1,5,"July 06, 2019",68,314,"6' 2""",0.0,8.0,25.0,421,78.0,2.76,0.53,3.44,0.49,1,0.3,1.18,0.65,0.52,7,942,"6' 3""",0.0,5.0,16.0,713,77.0,2.43,0.56,4.18,0.48,2,1.1,0.67,0.68,0.3,7,0.7575757575757576,0.7619047619047619,1.0,33.0,21.0,0.1133333333333333,0.2514285714285714,36,34,2
1,4,3,292,1,6,"June 29, 2019",83,862,"5' 9""",0.0,4.0,15.0,423,68.0,3.9,0.58,6.26,0.54,1,0.0,2.98,0.57,0.39,4,855,"6' 0""",0.0,6.0,13.0,268,73.0,3.56,0.43,2.67,0.43,2,0.4,1.25,0.45,0.27,4,0.7894736842105263,0.6842105263157895,-5.0,19.0,19.0,0.3294736842105263,0.161578947368421,30,32,-2
1,5,3,35,1,5,"June 29, 2019",83,464,"5' 8""",0.0,2.0,10.0,220,76.0,2.69,0.41,1.79,0.55,1,0.0,2.83,0.66,0.5,7,750,"6' 3""",0.0,9.0,21.0,306,79.0,2.99,0.25,1.22,0.43,1,0.0,0.0,0.33,0.0,7,0.8333333333333334,0.7,-3.0,12.0,30.0,0.1491666666666666,0.0406666666666666,31,33,-2
1,5,1,242,3,25,"July 06, 2019",68,699,"5' 8""",0.0,4.0,18.0,52,69.0,2.87,0.56,4.62,0.51,1,0.6,1.73,0.8,0.38,2,940,"5' 8""",0.0,5.0,12.0,445,69.0,2.83,0.57,2.82,0.34,2,0.1,0.55,0.79,0.31,2,0.8181818181818182,0.7058823529411765,0.0,22.0,17.0,0.2372727272727272,0.1717647058823529,31,37,-6
1,5,1,71,1,5,"June 29, 2019",83,50,"6' 1""",0.0,4.0,13.0,320,75.0,4.15,0.52,3.06,0.45,2,0.1,1.51,0.76,0.4,7,362,"6' 4""",0.0,4.0,9.0,1133,76.0,5.34,0.37,2.79,0.6,1,1.7,2.61,0.0,0.18,7,0.7647058823529411,0.6923076923076923,-1.0,17.0,13.0,0.1858823529411764,0.3453846153846154,32,30,2
1,3,5,292,3,21,"July 06, 2019",68,431,"6' 4""",0.0,1.0,25.0,489,84.0,2.03,0.65,4.31,0.57,1,0.5,1.9,0.95,0.46,7,379,"6' 2""",0.0,7.0,21.0,1081,76.0,2.19,0.57,4.44,0.47,1,0.1,0.83,0.68,0.4,7,0.9615384615384616,0.75,8.0,26.0,28.0,0.185,0.1621428571428571,31,35,-4
1,4,3,292,1,0,"June 29, 2019",83,75,"5' 9""",0.0,2.0,14.0,812,72.0,3.16,0.59,3.05,0.39,1,0.7,2.13,0.75,0.64,2,635,"5' 5""",0.0,2.0,9.0,611,67.0,2.67,0.66,2.53,0.3,1,1.0,0.0,0.0,0.0,2,0.875,0.8181818181818182,5.0,16.0,11.0,0.234375,0.3209090909090908,23,30,-7
1,5,1,192,1,5,"June 29, 2019",83,815,"6' 0""",0.0,0.0,9.0,49,76.0,2.0,0.49,5.07,0.48,1,0.0,0.0,0.8,0.0,7,867,"6' 3""",1.0,4.0,12.0,885,76.0,2.49,0.49,2.33,0.48,1,1.5,1.65,0.57,0.21,7,1.0,0.7058823529411765,0.0,9.0,17.0,0.5633333333333334,0.2252941176470588,31,31,0
0,4,3,292,1,6,"June 29, 2019",83,276,"6' 2""",0.0,1.0,9.0,843,73.0,2.35,0.5,2.87,0.46,1,0.5,1.84,0.58,0.63,4,857,"5' 10""",0.0,2.0,12.0,1131,72.0,2.55,0.56,3.29,0.45,1,0.4,4.0,0.22,0.6,4,0.9,0.8571428571428571,1.0,10.0,14.0,0.337,0.2635714285714285,25,36,-11
0,5,2,279,1,3,"June 29, 2019",83,33,"5' 5""",0.0,6.0,23.0,525,67.0,2.23,0.65,1.38,0.38,1,0.6,1.95,0.86,0.39,1,529,"5' 4""",0.0,5.0,28.0,597,65.0,2.52,0.63,3.46,0.33,2,0.6,1.53,0.65,0.31,1,0.7931034482758621,0.8484848484848485,2.0,29.0,33.0,0.0682758620689655,0.123030303030303,34,34,0
0,5,1,3,1,4,"June 22, 2019",56,712,"6' 3""",0.0,4.0,10.0,48,76.0,2.95,0.56,2.95,0.51,1,1.2,1.85,1.0,0.33,16,667,"6' 4""",0.0,0.0,10.0,478,78.0,3.05,0.32,3.72,0.46,1,0.0,0.0,0.75,0.0,14,0.7142857142857143,1.0,-2.0,14.0,10.0,0.2964285714285714,0.372,29,31,-2
1,5,1,64,3,4,"June 29, 2019",83,857,"6' 4""",0.0,3.0,14.0,332,83.0,1.97,0.48,2.15,0.37,1,0.5,0.0,0.71,0.0,19,430,"6' 4""",0.0,6.0,21.0,619,77.0,3.09,0.58,4.76,0.48,1,0.1,0.33,0.8,0.55,11,0.8235294117647058,0.7777777777777778,6.0,17.0,27.0,0.1558823529411764,0.1799999999999999,32,35,-3
1,2,3,292,1,57,"June 29, 2019",83,707,"6' 1""",0.0,9.0,28.0,258,72.0,2.01,0.63,1.82,0.43,2,1.0,2.49,0.61,0.25,5,221,"6' 0""",0.0,5.0,17.0,85,73.0,2.45,0.59,2.7,0.36,1,1.1,0.68,0.64,0.25,5,0.7567567567567568,0.7727272727272727,-1.0,37.0,22.0,0.0762162162162162,0.1727272727272727,41,29,12
0,5,3,67,1,6,"June 22, 2019",56,895,"5' 10""",0.0,9.0,16.0,672,68.0,3.57,0.51,3.18,0.5,1,1.5,2.14,0.56,0.37,4,449,"6' 3""",0.0,2.0,7.0,707,75.0,2.74,0.52,3.7,0.45,2,1.0,1.25,0.47,0.31,4,0.64,0.7777777777777778,-7.0,25.0,9.0,0.1871999999999999,0.5222222222222223,35,25,10
0,4,3,292,1,60,"June 22, 2019",56,378,"5' 6""",0.0,5.0,12.0,84,67.0,4.62,0.51,3.38,0.31,1,0.3,0.33,0.37,1.0,1,727,"5' 4""",0.0,2.0,10.0,833,62.0,4.95,0.68,6.49,0.49,1,0.9,2.59,0.4,0.33,1,0.7058823529411765,0.8333333333333334,5.0,17.0,12.0,0.2164705882352941,0.6158333333333333,25,29,-4
1,4,3,292,1,61,"June 22, 2019",56,819,"5' 7""",0.0,5.0,7.0,89,69.0,3.56,0.49,3.1,0.42,2,0.5,1.33,0.66,0.38,0,297,"5' 4""",0.0,3.0,6.0,1054,66.0,7.22,0.58,5.4,0.44,1,0.3,0.0,0.83,0.0,0,0.5833333333333334,0.6666666666666666,3.0,12.0,9.0,0.3,0.6333333333333333,31,30,1
1,4,3,292,1,2,"June 22, 2019",56,95,"5' 7""",0.0,2.0,12.0,230,71.0,3.07,0.61,4.15,0.49,1,1.0,2.73,0.54,0.34,3,1003,"5' 7""",0.0,2.0,17.0,651,73.0,4.22,0.54,3.78,0.36,1,0.0,0.25,0.86,0.5,3,0.8571428571428571,0.8947368421052632,-2.0,14.0,19.0,0.3678571428571429,0.1989473684210526,27,30,-3
1,4,3,292,1,7,"June 22, 2019",56,706,"6' 3""",0.0,5.0,16.0,560,81.0,2.58,0.55,4.16,0.54,1,1.1,1.27,0.48,0.43,6,224,"6' 0""",0.0,4.0,12.0,27,74.0,3.22,0.62,3.2,0.42,1,0.0,1.95,0.83,0.5,6,0.7619047619047619,0.75,7.0,21.0,16.0,0.2504761904761904,0.2,26,29,-3
0,5,3,167,1,57,"June 22, 2019",56,631,"6' 0""",0.0,7.0,14.0,139,72.0,5.0,0.44,5.65,0.48,2,0.3,0.26,0.47,0.33,5,457,"6' 3""",0.0,3.0,12.0,914,78.0,2.42,0.55,3.41,0.47,1,0.6,0.95,0.71,0.46,5,0.6666666666666666,0.8,-6.0,21.0,15.0,0.2833333333333333,0.2673333333333333,30,28,2
0,5,1,51,3,2,"June 22, 2019",56,678,"5' 11""",1.0,3.0,13.0,806,72.0,3.69,0.66,5.53,0.46,1,0.4,1.16,0.76,0.54,3,666,"5' 7""",0.0,5.0,15.0,188,72.0,3.77,0.6,4.25,0.39,1,0.6,0.81,0.75,0.41,3,0.7647058823529411,0.75,0.0,17.0,20.0,0.3488235294117647,0.2425,30,32,-2
1,4,3,292,1,0,"June 22, 2019",56,365,"5' 8""",0.0,6.0,15.0,56,75.0,3.83,0.54,3.32,0.39,2,0.0,0.26,0.61,0.5,2,509,"5' 5""",0.0,8.0,20.0,60,70.0,5.23,0.56,2.7,0.26,1,0.5,1.0,0.8,0.2,2,0.7142857142857143,0.7142857142857143,5.0,21.0,28.0,0.1580952380952381,0.1142857142857143,31,33,-2
1,5,2,279,1,0,"June 08, 2019",32,527,"5' 7""",1.0,13.0,24.0,298,69.0,3.51,0.7,3.41,0.29,1,0.1,0.28,0.86,0.28,2,48,"5' 7""",0.0,3.0,13.0,425,68.0,4.2,0.55,3.63,0.37,3,0.0,0.0,0.45,0.0,2,0.631578947368421,0.8125,1.0,38.0,16.0,0.0923684210526315,0.226875,34,35,-1
1,4,3,292,1,61,"June 08, 2019",32,503,"5' 5""",0.0,1.0,11.0,1002,63.0,4.22,0.64,6.85,0.4,1,0.0,0.25,0.66,0.5,0,391,"5' 3""",0.0,7.0,10.0,74,64.0,5.3,0.65,5.88,0.5,1,0.1,0.39,0.73,0.36,0,0.9166666666666666,0.5882352941176471,-1.0,12.0,17.0,0.5708333333333333,0.3517647058823529,29,34,-5
0,5,1,238,1,2,"June 08, 2019",32,677,"5' 8""",0.0,8.0,19.0,811,71.0,2.66,0.59,2.88,0.45,1,1.0,1.63,0.47,0.32,3,696,"5' 11""",0.0,4.0,20.0,174,72.0,6.36,0.57,5.12,0.41,1,0.0,0.47,0.77,0.33,3,0.7037037037037037,0.8333333333333334,-1.0,27.0,24.0,0.1437037037037037,0.2133333333333333,37,31,6
0,4,3,292,1,7,"June 08, 2019",32,637,"6' 3""",0.0,2.0,6.0,110,79.0,2.79,0.58,4.71,0.45,1,0.0,0.0,1.0,0.0,6,270,"6' 0""",0.0,4.0,11.0,289,74.0,2.44,0.54,2.94,0.44,1,0.0,1.38,0.65,0.44,6,0.75,0.7333333333333333,5.0,8.0,15.0,0.58875,0.196,28,28,0
0,4,3,292,1,61,"June 08, 2019",32,808,"5' 3""",0.0,5.0,13.0,544,64.0,5.58,0.57,5.57,0.39,1,0.0,0.11,0.83,0.14,0,121,"5' 5""",0.0,3.0,11.0,39,66.0,3.61,0.63,5.25,0.41,1,0.6,0.19,0.63,0.33,0,0.7222222222222222,0.7857142857142857,-2.0,18.0,14.0,0.3094444444444444,0.4178571428571428,33,25,8
0,4,3,292,1,4,"June 08, 2019",32,579,"6' 2""",0.0,3.0,10.0,920,75.0,3.54,0.51,4.09,0.48,2,0.0,0.0,0.42,0.0,26,913,"5' 11""",0.0,3.0,18.0,130,73.0,3.93,0.55,3.09,0.38,2,0.2,1.07,0.75,0.62,19,0.7692307692307693,0.8571428571428571,2.0,13.0,21.0,0.3146153846153846,0.1566666666666666,26,32,-6
1,4,3,292,1,0,"June 08, 2019",32,465,"5' 7""",0.0,3.0,18.0,47,71.0,1.95,0.66,4.85,0.5,1,0.8,1.91,0.51,0.29,2,1001,"5' 6""",0.0,4.0,18.0,893,65.0,6.17,0.57,5.29,0.42,1,1.1,0.92,0.81,0.21,2,0.8571428571428571,0.8181818181818182,6.0,21.0,22.0,0.269047619047619,0.2904545454545454,29,32,-3
0,4,3,292,1,0,"June 08, 2019",32,533,"5' 4""",0.0,4.0,22.0,453,68.0,3.88,0.61,4.1,0.4,1,0.0,0.7,0.95,0.23,2,310,"5' 7""",0.0,1.0,13.0,895,67.0,3.42,0.66,5.76,0.45,3,0.3,1.54,0.85,0.46,2,0.8461538461538461,0.9285714285714286,1.0,26.0,14.0,0.1576923076923077,0.4328571428571428,29,26,3
0,4,3,292,1,5,"June 01, 2019",135,270,"6' 0""",0.0,3.0,13.0,245,76.0,2.83,0.59,2.86,0.46,1,0.0,2.26,0.83,0.38,7,33,"6' 0""",0.0,4.0,10.0,311,75.0,2.82,0.44,3.21,0.54,1,0.2,3.03,0.8,0.39,7,0.8125,0.7142857142857143,1.0,16.0,14.0,0.17875,0.2435714285714285,27,29,-2
1,5,3,283,3,10,"June 08, 2019",32,268,"5' 4""",0.0,2.0,15.0,378,64.0,2.73,0.65,3.82,0.44,1,0.2,2.16,0.9,0.35,2,77,"5' 6""",1.0,6.0,22.0,760,67.0,3.63,0.58,3.41,0.38,1,0.6,0.3,0.66,0.16,2,0.8823529411764706,0.7586206896551724,-3.0,17.0,29.0,0.2364705882352941,0.1382758620689655,32,31,1
1,7,2,112,1,58,"June 01, 2019",135,141,"5' 9""",0.0,0.0,3.0,97,74.0,6.01,0.6,2.72,0.26,1,4.3,0.0,0.4,0.0,2,386,"5' 7""",0.0,1.0,3.0,337,73.0,2.72,0.73,6.01,0.39,1,0.0,6.44,0.0,0.6,3,1.0,0.75,1.0,3.0,4.0,2.34,1.5025,27,23,4
1,8,2,292,1,6,"June 08, 2019",32,277,"5' 11""",0.0,3.0,26.0,957,76.0,3.75,0.63,5.81,0.45,1,1.4,0.56,0.75,0.42,4,704,"6' 1""",0.0,13.0,36.0,327,73.0,4.23,0.53,4.34,0.46,1,1.3,1.21,0.73,0.36,4,0.896551724137931,0.7346938775510204,3.0,29.0,49.0,0.2486206896551724,0.1151020408163265,35,36,-1
1,5,2,19,3,27,"June 08, 2019",32,553,"5' 5""",0.0,3.0,18.0,970,66.0,2.16,0.62,3.02,0.49,2,0.4,1.94,0.77,0.51,1,516,"5' 6""",0.0,7.0,14.0,523,66.0,3.36,0.6,3.51,0.36,1,0.7,0.51,0.56,0.5,1,0.8571428571428571,0.6666666666666666,0.0,21.0,21.0,0.1628571428571428,0.2004761904761904,31,32,-1
