fight_id,fighter_1,fighter_1_id,fighter_2,fighter_2_id,winner,decision_method,fight_duration_lastrnd,fight_duration_lastrnd_time,time_format,weight_class,date,location,dob_x,height_x,n_draw_x,n_loss_x,n_win_x,name_x,reach_x,sig_str_abs_pM_x,sig_str_def_pct_x,sig_str_land_pM_x,sig_str_land_pct_x,stance_x,sub_avg_x,td_avg_x,td_def_pct_x,td_land_pct_x,weight_x,dob_y,height_y,n_draw_y,n_loss_y,n_win_y,name_y,reach_y,sig_str_abs_pM_y,sig_str_def_pct_y,sig_str_land_pM_y,sig_str_land_pct_y,stance_y,sub_avg_y,td_avg_y,td_def_pct_y,td_land_pct_y,weight_y
d7cbe2f23d75afd1,Julio Arce,1291edf2d566a71a,Hakeem Dawodu,2c9d00968f818270,Hakeem Dawodu,Decision - Split,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"November 02, 2019","New York City, New York, USA","Oct 27, 1989","5' 7""",0.0,4.0,16.0,Julio Arce,"70""",2.87,0.67,4.25,0.36,Southpaw,0.6,0.58,0.93,0.3,145 lbs.,"Jul 02, 1991","5' 8""",1.0,1.0,11.0,Hakeem Dawodu,"73""",2.31,0.64,5.28,0.46,Orthodox,0.0,0.0,0.85,0.0,145 lbs.
f0418c2c989a5cde,Grigorii Popov,d3fa5c5955397532,Davey Grant,113df4fde64735c6,Davey Grant,Decision - Split,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"November 09, 2019","Moscow, Moscow, Russia","Apr 18, 1984","5' 7""",0.0,3.0,13.0,Grigorii Popov,"68""",4.2,0.55,3.63,0.37,Switch,0.0,0.0,0.45,0.0,135 lbs.,"Dec 18, 1985","5' 8""",0.0,4.0,11.0,Davey Grant,"69""",1.68,0.65,3.13,0.52,,0.0,2.64,0.64,0.47,135 lbs.
fc16ccf0994c6e50,Jack Shore,b8a85389d115e35a,Nohelin Hernandez,f97c5433c77522d3,Jack Shore,Submission,3,2:51,3 Rnd (5-5-5),Bantamweight Bout,"September 28, 2019","Copenhagen, Denmark","Feb 06, 1995","5' 8""",0.0,0.0,12.0,Jack Shore,"71""",0.47,0.83,3.58,0.5,Orthodox,1.2,4.67,0.0,0.57,135 lbs.,"Mar 01, 1994","5' 10""",0.0,4.0,10.0,Nohelin Hernandez,"71""",2.63,0.52,1.32,0.34,Orthodox,0.0,0.71,0.37,0.5,135 lbs.
18e1b0df8da7010e,Vanessa Melo,9b7dfb3b7d99926a,Tracy Cortez,68d4a891e5cf2029,Tracy Cortez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"November 16, 2019","Sao Paulo, Sao Paulo, Brazil","Mar 27, 1988","5' 5""",0.0,7.0,10.0,Vanessa Melo,"65""",6.8,0.56,3.6,0.28,Orthodox,0.0,0.0,0.77,0.0,135 lbs.,"Dec 10, 1993","5' 5""",0.0,1.0,7.0,Tracy Cortez,"65""",2.63,0.61,4.83,0.54,Orthodox,0.0,3.0,1.0,0.37,135 lbs.
57ff0eb2351979c4,Khalid Taha,b4537562f88ac582,Bruno Silva,294aa73dbf37d281,Khalid Taha,Submission,3,3:00,3 Rnd (5-5-5),Bantamweight Bout,"October 05, 2019","Melbourne, Victoria, Australia","Feb 15, 1992","5' 5""",0.0,2.0,14.0,Khalid Taha,"69""",2.29,0.45,2.64,0.5,Orthodox,0.5,0.0,0.63,0.0,135 lbs.,"Mar 16, 1990","5' 4""",1.0,4.0,11.0,Bruno Silva,"65""",2.92,0.56,1.54,0.4,Orthodox,0.0,2.31,1.0,0.18,135 lbs.
1e3d3545b6dd13a7,Daniel Spitz,f86cb5f25d545e0e,Tanner Boser,04c8b08b16a5b99e,Tanner Boser,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Heavyweight Bout,"October 18, 2019","Boston, Massachusetts, USA","Jul 31, 1990","6' 7""",0.0,3.0,6.0,Daniel Spitz,"82""",5.3,0.46,2.6,0.35,Orthodox,0.0,0.74,0.0,0.66,245 lbs.,"Aug 02, 1991","6' 2""",1.0,5.0,17.0,Tanner Boser,"75""",2.13,0.7,6.2,0.61,Orthodox,0.0,0.0,0.0,0.0,255 lbs.
64bee58391921b4b,JJ Aldrich,6fd953151d981979,Lauren Mueller,f923e012414c883e,JJ Aldrich,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"October 12, 2019","Tampa, Florida, USA","Sep 29, 1992","5' 5""",0.0,3.0,8.0,JJ Aldrich,"67""",4.11,0.61,3.88,0.4,Southpaw,0.0,0.36,0.53,0.25,125 lbs.,"Nov 15, 1991","5' 5""",0.0,3.0,5.0,Lauren Mueller,"67""",3.77,0.58,4.08,0.41,Orthodox,0.0,0.7,0.71,0.5,125 lbs.
3d9aeef58dd0b51b,Raphael Pessoa,41f90012b86a11bf,Jeff Hughes,6a11e325aa60ad02,Raphael Pessoa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Heavyweight Bout,"October 26, 2019","Kallang, Singapore","Mar 09, 1989","6' 3""",0.0,1.0,10.0,Raphael Pessoa,"78""",2.55,0.5,2.4,0.25,Orthodox,0.0,0.0,1.0,0.0,262 lbs.,"May 17, 1988","6' 2""",0.0,3.0,10.0,Jeff Hughes,"77""",3.77,0.61,4.34,0.51,Orthodox,0.0,0.78,0.75,0.5,250 lbs.
115fa6f5f3e51bbb,Julio Arce,1291edf2d566a71a,Julian Erosa,902ec2cc48c8ae8a,Julio Arce,KO/TKO,3,1:49,3 Rnd (5-5-5),Featherweight Bout,"May 18, 2019","Rochester, New York, USA","Oct 27, 1989","5' 7""",0.0,4.0,16.0,Julio Arce,"70""",2.87,0.67,4.25,0.36,Southpaw,0.6,0.58,0.93,0.3,145 lbs.,"Jul 31, 1989","6' 1""",0.0,9.0,22.0,Julian Erosa,"74""",5.04,0.5,4.18,0.45,Southpaw,0.8,0.83,0.58,0.6,145 lbs.
82eb6fa58ae52428,Katlyn Chookagian,e872e9a9a902c045,Joanne Calderwood,12f91bfa8f1f723b,Katlyn Chookagian,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Flyweight Bout,"June 08, 2019","Chicago, Illinois, USA","Dec 28, 1988","5' 9""",0.0,2.0,13.0,Katlyn Chookagian,"68""",4.58,0.64,4.35,0.32,Orthodox,0.1,0.0,0.56,0.0,125 lbs.,"Dec 23, 1985","5' 6""",0.0,4.0,14.0,Joanne Calderwood,"65""",4.31,0.53,6.19,0.47,Orthodox,0.5,1.85,0.55,0.56,125 lbs.
a4e210bcdcc1bf5b,Joel Alvarez,58bbef3770bb2dfc,Danilo Belluardo,c3f6db17cea09ca7,Joel Alvarez,KO/TKO,2,2:22,3 Rnd (5-5-5),Lightweight Bout,"June 01, 2019","Stockholm, Sweden","Mar 02, 1994","6' 3""",0.0,2.0,16.0,Joel Alvarez,"77""",3.44,0.54,2.55,0.33,Orthodox,0.0,0.0,0.0,0.0,155 lbs.,"Jul 21, 1994","6' 0""",0.0,5.0,12.0,Danilo Belluardo,"74""",4.79,0.41,1.52,0.61,Southpaw,0.0,3.5,0.5,1.0,155 lbs.
f81f8cfe30e0a1e9,Deron Winn,483a953b18d73bb3,Eric Spicely,b9664eae2ac75262,Deron Winn,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"June 22, 2019","Greenville, South Carolina, USA","Jun 13, 1989","5' 6""",0.0,1.0,6.0,Deron Winn,"70""",5.5,0.51,6.6,0.47,Orthodox,0.0,3.0,0.0,0.33,185 lbs.,"Sep 29, 1986","6' 1""",0.0,6.0,12.0,Eric Spicely,"73""",5.72,0.55,3.71,0.45,Orthodox,1.0,1.31,0.75,0.2,185 lbs.
934b44ddcb3d95e6,Julia Avila,86d9dbe1bfcbade7,Pannie Kianzad,91dac5e69e28d5b5,Julia Avila,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","May 11, 1988","5' 7""",0.0,1.0,7.0,Julia Avila,"68""",2.2,0.6,3.27,0.4,Orthodox,0.0,0.0,0.5,0.0,135 lbs.,"Dec 08, 1991","5' 7""",0.0,5.0,13.0,Pannie Kianzad,"66""",3.71,0.58,4.03,0.41,,0.4,0.4,1.0,0.2,135 lbs.
9ba051e0f5674108,Maurice Greene,068f8a189a47fea6,Junior Albini,c482c8605455a213,Maurice Greene,KO/TKO,1,3:38,3 Rnd (5-5-5),Heavyweight Bout,"June 29, 2019","Minneapolis, Minnesota, USA","Jul 05, 1986","6' 7""",0.0,4.0,8.0,Maurice Greene,"80""",4.56,0.53,5.38,0.44,,0.7,0.0,0.66,0.0,258 lbs.,"Mar 15, 1991","6' 3""",0.0,6.0,14.0,Junior Albini,"74""",6.08,0.52,3.98,0.51,Orthodox,0.0,1.54,1.0,0.37,264 lbs.
cfbeeffd65101ae1,Pete Sell,,Joshua Burkman,6da99156486ed6c2,Pete Sell,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"October 25, 2008","Rosemont, Illinois, USA",,,,,,,,,,,,,,,,,,"Apr 10, 1980","5' 10""",0.0,17.0,29.0,Joshua Burkman,"72""",3.13,0.51,2.69,0.43,Orthodox,0.3,2.53,0.72,0.36,170 lbs.
567a09fd200cfa05,Gerard Gordeau,,Teila Tuli,,Gerard Gordeau,KO/TKO,1,0:26,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358468724d7d4322,Benito Lopez,773f7feacf96153e,Vince Morales,37098a6e6c27fb66,Benito Lopez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA","Apr 06, 1994","5' 10""",0.0,1.0,10.0,Benito Lopez,"73""",4.8,0.58,4.49,0.44,Switch,0.3,0.0,0.78,0.0,135 lbs.,"Nov 12, 1990","5' 7""",0.0,4.0,9.0,Vince Morales,"70""",3.76,0.56,4.84,0.39,Orthodox,0.0,0.0,0.55,0.0,135 lbs.
2d2bbc86e941e05c,Kevin Rosier,,Zane Frazier,,Kevin Rosier,KO/TKO,1,4:20,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac7ca2ec38b96c1a,Gerard Gordeau,,Kevin Rosier,,Gerard Gordeau,KO/TKO,1,0:59,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cecdc0da584274b9,Royce Gracie,,Art Jimmerson,,Royce Gracie,Submission,1,2:18,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffd16691c4c4aafc,Royce Gracie,,Ken Shamrock,,Royce Gracie,Submission,1,0:57,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46acd54cc0c905fb,Ken Shamrock,,Patrick Smith,,Ken Shamrock,Submission,1,1:49,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64139d1d505e46c5,Royce Gracie,,Gerard Gordeau,,Royce Gracie,Submission,1,1:44,No Time Limit,UFC 1 Tournament Title Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00b0796724ec1c09,Jason DeLucia,,Trent Jenkins,,Jason DeLucia,Submission,1,0:52,No Time Limit,Open Weight Bout,"November 12, 1993","Denver, Colorado, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80fd1902547e0744,Spencer Fisher,f34312c2ccfa0e00,Shannon Gugerty,,Spencer Fisher,Submission,3,3:56,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA","May 09, 1976","5' 7""",0.0,9.0,25.0,Spencer Fisher,"70""",3.03,0.64,3.17,0.43,Southpaw,0.8,0.67,0.6,0.3,155 lbs.,,,,,,,,,,,,,,,,,
3feb2a8de9cf37da,Thales Leites,cfb65863d5099327,Drew McFedries,,Thales Leites,Submission,1,1:18,3 Rnd (5-5-5),Middleweight Bout,"October 25, 2008","Rosemont, Illinois, USA","Sep 06, 1981","6' 1""",0.0,9.0,28.0,Thales Leites,"78""",2.99,0.52,2.13,0.4,Orthodox,1.1,2.1,0.3,0.27,185 lbs.,,,,,,,,,,,,,,,,,
854c64fe481e65ee,Hermes Franca,,Marcus Aurelio,,Hermes Franca,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5a0e8c67ed8abe0,Sean Sherk,029880cdbf5ca089,Tyson Griffin,,Sean Sherk,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA","Aug 05, 1973","5' 6""",1.0,4.0,36.0,Sean Sherk,"67""",2.71,0.55,2.17,0.35,Orthodox,0.4,4.09,0.56,0.46,155 lbs.,,,,,,,,,,,,,,,,,
34d1bfdde8ea3e11,Dan Miller,d0c29452d3272603,Matt Horwich,,Dan Miller,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"October 25, 2008","Rosemont, Illinois, USA","Jun 30, 1981","6' 1""",0.0,8.0,14.0,Dan Miller,"74""",3.06,0.49,2.03,0.36,Orthodox,1.8,1.67,0.47,0.54,185 lbs.,,,,,,,,,,,,,,,,,
64da1f4774624b72,Thiago Alves,31ee470ef5dc8d7f,Josh Koscheck,dd37fd509af89f15,Thiago Alves,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"October 25, 2008","Rosemont, Illinois, USA","Oct 03, 1983","5' 9""",0.0,15.0,28.0,Thiago Alves,"70""",3.42,0.62,3.73,0.41,Orthodox,0.3,0.71,0.63,0.6,170 lbs.,"Nov 30, 1977","5' 10""",0.0,10.0,19.0,Josh Koscheck,"73""",2.27,0.63,1.79,0.36,Orthodox,0.4,2.46,0.64,0.48,170 lbs.
27868eac1d141498,Gray Maynard,7d96bc577e5178b2,Rich Clementi,,Gray Maynard,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lightweight Bout,"October 25, 2008","Rosemont, Illinois, USA","May 09, 1979","5' 9""",1.0,8.0,14.0,Gray Maynard,"70""",2.64,0.66,1.92,0.32,Orthodox,0.7,2.91,0.81,0.47,155 lbs.,,,,,,,,,,,,,,,,,
ad63c30e22e63344,Liu Pingyuan,31bbd39c0a075d4e,Jonathan Martinez,f2477cf43c4975cc,Jonathan Martinez,KO/TKO,3,3:54,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA","Feb 13, 1993","5' 6""",0.0,6.0,13.0,Liu Pingyuan,"72""",3.55,0.54,2.6,0.31,Orthodox,1.4,0.34,0.55,0.2,135 lbs.,"Apr 20, 1994","5' 8""",0.0,2.0,11.0,Jonathan Martinez,"70""",2.8,0.61,3.42,0.48,Southpaw,0.0,0.68,0.33,0.5,135 lbs.
37a8c442fb38db75,Darren Elkins,92a9aa9c93192871,Ryan Hall,8866c6f509c19089,Ryan Hall,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA","May 16, 1984","5' 10""",0.0,8.0,25.0,Darren Elkins,"71""",2.8,0.53,3.27,0.36,Orthodox,1.3,2.52,0.58,0.35,145 lbs.,"Feb 22, 1985","5' 10""",0.0,1.0,8.0,Ryan Hall,"70""",0.96,0.75,2.32,0.43,,0.9,0.31,0.0,0.16,145 lbs.
2d42ef44ad2470e1,Livinha Souza,dab8cfbb6b1db10a,Brianna Van Buren,b53c46f613f6f248,Brianna Van Buren,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"July 13, 2019","Sacramento, California, USA","Mar 11, 1991","5' 3""",0.0,2.0,13.0,Livinha Souza,"63""",3.45,0.62,1.79,0.37,Orthodox,1.9,3.35,0.25,0.5,115 lbs.,"Aug 04, 1993","5' 0""",0.0,2.0,9.0,Brianna Van Buren,"62""",1.53,0.65,4.8,0.38,Southpaw,0.0,3.0,0.33,0.75,115 lbs.
af4cbb9072814a86,Junior Dos Santos,63def5a5662a6917,Fabricio Werdum,492b202d2064e7a9,Junior Dos Santos,KO/TKO,1,1:21,3 Rnd (5-5-5),Heavyweight Bout,"October 25, 2008","Rosemont, Illinois, USA","Jan 30, 1984","6' 4""",0.0,6.0,21.0,Junior Dos Santos,"77""",3.09,0.58,4.76,0.48,Orthodox,0.1,0.33,0.8,0.55,238 lbs.,"Jul 30, 1977","6' 4""",1.0,8.0,23.0,Fabricio Werdum,"77""",2.45,0.56,3.61,0.51,Orthodox,1.1,1.65,0.31,0.3,231 lbs.
2281dea0c5903a2f,Anderson Silva,1f454354805b6f75,Patrick Cote,9fa3bd637edd9aa2,Anderson Silva,KO/TKO,3,0:39,5 Rnd (5-5-5-5-5),UFC Middleweight Title Bout,"October 25, 2008","Rosemont, Illinois, USA","Apr 14, 1975","6' 2""",0.0,10.0,34.0,Anderson Silva,"77""",1.98,0.61,3.04,0.62,Southpaw,0.8,0.52,0.69,0.77,185 lbs.,"Feb 29, 1980","5' 11""",0.0,11.0,24.0,Patrick Cote,"71""",3.21,0.48,2.81,0.48,Orthodox,0.2,0.68,0.43,0.2,170 lbs.
60be02c5566c8348,Julianna Pena,3253b16d38ae087d,Nicco Montano,1de9ad94de18eeaf,Julianna Pena,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Bantamweight Bout,"July 13, 2019","Sacramento, California, USA","Aug 19, 1989","5' 6""",0.0,3.0,10.0,Julianna Pena,"69""",1.51,0.47,2.96,0.51,,0.9,2.6,0.28,0.52,135 lbs.,"Dec 16, 1988","5' 5""",0.0,3.0,5.0,Nicco Montano,"65""",4.43,0.64,5.6,0.41,Southpaw,0.4,2.25,0.69,0.54,135 lbs.
b436dda934059631,Andre Fili,8fd808923cffff82,Sheymon Moraes,0d62719b1dcf7c40,Andre Fili,KO/TKO,1,3:07,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA","Jun 25, 1990","5' 11""",0.0,6.0,20.0,Andre Fili,"74""",3.86,0.53,4.08,0.37,Orthodox,0.2,2.44,0.69,0.46,145 lbs.,"Oct 11, 1990","5' 8""",0.0,4.0,11.0,Sheymon Moraes,"72""",3.64,0.63,3.0,0.42,Orthodox,0.0,0.0,0.53,0.0,145 lbs.
75b1533cc3cafae9,Urijah Faber,78114b7199cef90c,Ricky Simon,5987b2458f4b5290,Urijah Faber,KO/TKO,1,0:46,3 Rnd (5-5-5),Bantamweight Bout,"July 13, 2019","Sacramento, California, USA","May 14, 1979","5' 6""",0.0,10.0,35.0,Urijah Faber,"67""",2.52,0.64,2.68,0.41,Orthodox,0.9,1.59,0.6,0.31,135 lbs.,"Aug 31, 1992","5' 6""",0.0,3.0,15.0,Ricky Simon,"69""",3.79,0.65,2.96,0.4,Orthodox,0.2,6.53,0.71,0.49,135 lbs.
9b0de83b4e504bf6,Marvin Vettori,7acbb0972e75281a,Cezar Ferreira,dbc17725b887860a,Marvin Vettori,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"July 13, 2019","Sacramento, California, USA","Sep 20, 1993","6' 0""",1.0,4.0,14.0,Marvin Vettori,"74""",2.85,0.66,4.05,0.41,Southpaw,0.6,1.43,0.8,0.45,185 lbs.,"Feb 15, 1985","6' 1""",0.0,8.0,14.0,Cezar Ferreira,"78""",2.44,0.53,1.9,0.42,Southpaw,0.5,2.69,0.84,0.53,185 lbs.
aa6a9aeeb45577d4,Mike Rodriguez,18b602842a24f7c5,John Allan,6ebe96a116e79e52,NC,Overturned,3,5:00,3 Rnd (5-5-5),Light Heavyweight Bout,"July 13, 2019","Sacramento, California, USA","Nov 28, 1988","6' 4""",0.0,3.0,10.0,Mike Rodriguez,"82""",3.38,0.45,4.31,0.52,Southpaw,0.0,0.0,0.38,0.0,205 lbs.,"Feb 22, 1993","6' 3""",0.0,5.0,13.0,John Allan,"75""",4.39,0.51,3.59,0.48,Orthodox,1.9,2.54,0.57,0.66,205 lbs.
a7cf716f5d73b558,Karl Roberson,37d5b176d438d2a5,Wellington Turman,4dcfb28c011c11b2,Karl Roberson,Decision - Split,3,5:00,3 Rnd (5-5-5),Middleweight Bout,"July 13, 2019","Sacramento, California, USA","Oct 04, 1990","6' 1""",0.0,2.0,9.0,Karl Roberson,"74""",1.8,0.64,3.16,0.52,Southpaw,0.8,1.07,0.53,0.57,185 lbs.,"Jul 22, 1996","6' 0""",0.0,3.0,16.0,Wellington Turman,"72""",3.3,0.43,2.43,0.42,Orthodox,1.0,3.0,1.0,0.37,185 lbs.
138cb102906573f2,Josh Emmett,fba03cd6cc28dc41,Mirsad Bektic,cbd3e590a85b18c5,Josh Emmett,KO/TKO,1,4:25,3 Rnd (5-5-5),Featherweight Bout,"July 13, 2019","Sacramento, California, USA","Mar 04, 1985","5' 6""",0.0,2.0,15.0,Josh Emmett,"70""",3.26,0.67,3.63,0.36,Orthodox,0.2,1.5,0.5,0.45,145 lbs.,"Feb 16, 1991","5' 8""",0.0,2.0,13.0,Mirsad Bektic,"70""",1.7,0.6,2.88,0.42,Orthodox,0.4,3.38,1.0,0.53,145 lbs.
edc87836fd998929,Germaine de Randamie,1d239d571e342453,Aspen Ladd,d4691518d012b9e7,Germaine de Randamie,KO/TKO,1,0:16,5 Rnd (5-5-5-5-5),Women's Bantamweight Bout,"July 13, 2019","Sacramento, California, USA","Apr 24, 1984","5' 9""",0.0,3.0,9.0,Germaine de Randamie,"71""",1.91,0.67,2.99,0.46,Orthodox,0.1,0.0,0.8,0.0,135 lbs.,"Mar 01, 1995","5' 6""",0.0,1.0,9.0,Aspen Ladd,"66""",4.84,0.46,5.22,0.55,Orthodox,1.2,2.45,0.66,0.75,135 lbs.
f6a03399c7a721cd,Ismail Naurdiev,6a96ad1bc34fb113,Chance Rencountre,1ddb480b601cefb1,Chance Rencountre,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Aug 18, 1996","5' 10""",0.0,3.0,19.0,Ismail Naurdiev,"74""",0.69,0.8,3.4,0.56,Orthodox,0.3,1.67,0.76,0.83,170 lbs.,"Dec 31, 1986","6' 2""",0.0,4.0,14.0,Chance Rencountre,"75""",3.62,0.49,1.1,0.2,Southpaw,0.3,1.35,0.16,0.26,170 lbs.
e9f00c16810e0e61,Edmen Shahbazyan,4144798612ef96e5,Jack Marshman,045f25b3a4c08e81,Edmen Shahbazyan,Submission,1,1:12,3 Rnd (5-5-5),Middleweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Nov 20, 1997","6' 2""",0.0,0.0,11.0,Edmen Shahbazyan,"74""",2.16,0.62,4.11,0.52,Orthodox,0.8,6.77,0.75,0.4,185 lbs.,"Dec 19, 1989","6' 0""",0.0,9.0,23.0,Jack Marshman,"73""",3.54,0.57,2.64,0.28,Orthodox,0.0,0.0,0.2,0.0,185 lbs.
00f4b6184f6315d0,Alejandro Perez,80daefbed11ce998,Song Yadong,efb96bf3e9ada36f,Song Yadong,KO/TKO,1,2:04,3 Rnd (5-5-5),Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Sep 02, 1989","5' 6""",1.0,8.0,22.0,Alejandro Perez,"67""",2.94,0.64,3.52,0.35,Orthodox,0.1,0.52,0.73,0.2,135 lbs.,"Dec 02, 1997","5' 8""",1.0,4.0,15.0,Song Yadong,"67""",2.74,0.62,3.54,0.38,Orthodox,0.7,0.97,0.66,1.0,135 lbs.
7fe0cec2b0f1c146,Claudia Gadelha,ec34349e7dffcde7,Randa Markos,4a57ebb14315b251,Claudia Gadelha,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Women's Strawweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Dec 07, 1988","5' 4""",0.0,4.0,17.0,Claudia Gadelha,"63""",4.38,0.58,3.17,0.42,Orthodox,0.8,3.34,0.58,0.47,115 lbs.,"Aug 10, 1985","5' 4""",1.0,8.0,10.0,Randa Markos,"63""",3.11,0.61,3.01,0.41,Orthodox,0.3,1.38,0.57,0.27,115 lbs.
7dc551f8153bd053,Marlon Vera,7c7332319c14094c,Nohelin Hernandez,f97c5433c77522d3,Marlon Vera,Submission,2,3:25,3 Rnd (5-5-5),Bantamweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Dec 02, 1992","5' 8""",1.0,5.0,15.0,Marlon Vera,"70""",3.82,0.53,3.43,0.47,Switch,1.4,0.76,0.68,0.38,135 lbs.,"Mar 01, 1994","5' 10""",0.0,4.0,10.0,Nohelin Hernandez,"71""",2.63,0.52,1.32,0.34,Orthodox,0.0,0.71,0.37,0.5,135 lbs.
c48af5eafb532d0a,Gilbert Melendez,aa5b4eff51bdc7d1,Arnold Allen,040a74bb0a465c54,Arnold Allen,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Featherweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Apr 12, 1982","5' 9""",0.0,8.0,22.0,Gilbert Melendez,"73""",2.53,0.63,3.44,0.33,Orthodox,0.2,1.64,0.71,0.41,145 lbs.,"Jan 22, 1994","5' 8""",0.0,1.0,15.0,Arnold Allen,"70""",1.78,0.66,3.01,0.39,Southpaw,0.5,1.6,0.7,0.56,145 lbs.
feaffeb1af7e82ef,Diego Sanchez,82e7929bf6c2b689,Michael Chiesa,c58f51dedb310998,Michael Chiesa,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Dec 31, 1981","5' 10""",0.0,12.0,31.0,Diego Sanchez,"72""",2.91,0.57,2.75,0.38,Southpaw,0.9,1.62,0.47,0.25,170 lbs.,"Dec 07, 1987","6' 1""",0.0,4.0,16.0,Michael Chiesa,"75""",2.09,0.51,2.28,0.41,Southpaw,1.2,3.55,0.66,0.48,170 lbs.
70af72a72b31fe4d,Jorge Masvidal,47b9e0e7703a4868,Ben Askren,0b31f87be71ebbb1,Jorge Masvidal,KO/TKO,1,0:05,3 Rnd (5-5-5),Welterweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Nov 12, 1984","5' 11""",0.0,13.0,35.0,Jorge Masvidal,"74""",2.94,0.66,4.33,0.47,Orthodox,0.4,1.7,0.78,0.59,170 lbs.,"Jul 18, 1984","5' 11""",0.0,2.0,19.0,Ben Askren,"73""",5.66,0.36,3.64,0.49,Orthodox,0.9,4.33,0.0,0.55,170 lbs.
531d9676d767da66,Jan Blachowicz,99df7d0a2a08a8a8,Luke Rockhold,00e11b5c8b7bfeeb,Jan Blachowicz,KO/TKO,2,1:39,3 Rnd (5-5-5),Light Heavyweight Bout,"July 06, 2019","Las Vegas, Nevada, USA","Feb 24, 1983","6' 2""",0.0,8.0,25.0,Jan Blachowicz,"78""",2.76,0.53,3.44,0.49,Orthodox,0.3,1.18,0.65,0.52,205 lbs.,"Oct 17, 1984","6' 3""",0.0,5.0,16.0,Luke Rockhold,"77""",2.43,0.56,4.18,0.48,Southpaw,1.1,0.67,0.68,0.3,205 lbs.
