name,wins,losses,draws,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,total_fights,age,win_percentage
Aleksa Camur,6,2,0.0,"6'1""",205lbs.,"74""",Orthodox,"Sep25,1995",4.78,59%,3.15,60%,0.59,25%,50%,0.0,06-15-2023,06-19-2021,8.0,29.0,0.75
David Dodd,4,7,0.0,"6'2""",200lbs.,--,Orthodox,"Sep22,1973",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-09-2000,11.0,51.0,0.36363636363636365
Diego Brandao,22,11,0.0,"5'7""",145lbs.,"64""",Orthodox,"May27,1987",2.94,47%,3.38,62%,3.21,68%,80%,0.6,06-15-2023,01-02-2016,33.0,37.0,0.6666666666666666
Khadis Ibragimov,8,4,0.0,"6'3""",205lbs.,"78""",Orthodox,"May21,1995",3.55,49%,4.26,47%,0.97,30%,80%,0.3,06-15-2023,09-26-2020,12.0,29.0,0.6666666666666666
Michael Morales,14,0,0.0,"6'0""",170lbs.,"79""",Orthodox,"Jun24,1999",5.36,51%,4.1,40%,1.98,40%,86%,0.0,06-15-2023,,14.0,25.0,1.0
Jose Barreto,0,1,0.0,--,185lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,08-12-2000,1.0,,0.0
Mirko Filipovic,35,11,0.0,"6'2""",230lbs.,"73""",Southpaw,"Sep10,1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3,06-15-2023,04-11-2015,46.0,50.0,0.7608695652173914
Jeremy May,13,10,0.0,"6'1""",185lbs.,--,,"Oct23,1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,23.0,38.0,0.5652173913043478
Zach Skinner,10,11,0.0,"5'6""",145lbs.,--,Orthodox,--,0.53,50%,2.4,32%,5.0,27%,100%,1.0,06-15-2023,02-23-2008,21.0,,0.47619047619047616
Yasuhiro Urushitani,21,8,6.0,"5'5""",125lbs.,--,Southpaw,"Sep08,1976",3.47,39%,4.71,65%,0.0,0%,80%,0.0,06-15-2023,11-10-2012,35.0,48.0,0.6
Antony Rea,33,15,0.0,"6'0""",205lbs.,--,Orthodox,"Jul15,1976",2.89,28%,5.42,42%,0.0,0%,100%,0.0,06-15-2023,09-17-2002,48.0,48.0,0.6875
Kelly Kobold,19,3,1.0,"5'6""",135lbs.,--,Orthodox,"Feb25,1983",2.33,21%,4.11,59%,1.67,11%,0%,0.0,06-15-2023,10-04-2008,23.0,41.0,0.8260869565217391
Josh Bennett,11,14,0.0,"6'4""",259lbs.,--,Orthodox,--,2.9,40%,5.8,43%,1.5,100%,100%,0.0,06-15-2023,02-23-2008,25.0,,0.44
Jeremy Larsen,8,5,0.0,"5'10""",145lbs.,"70""",Orthodox,"May18,1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0,06-15-2023,10-19-2013,13.0,40.0,0.6153846153846154
Frank Hamaker,1,0,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-11-1994,1.0,,1.0
Jesse Fujarczyk,2,2,0.0,"6'4""",225lbs.,--,Southpaw,"Jan28,1983",1.03,33%,4.91,38%,0.0,0%,25%,0.0,06-15-2023,10-07-2006,4.0,41.0,0.5
Olivier Murad,6,0,0.0,"5'10""",145lbs.,"72""",Southpaw,"Dec21,1993",2.6,36%,2.2,61%,1.0,100%,55%,0.0,06-15-2023,10-26-2021,6.0,30.0,1.0
Alex Da Silva,21,4,0.0,"5'8""",155lbs.,"73""",Orthodox,"Feb04,1996",2.14,46%,2.52,56%,1.97,43%,76%,0.3,06-15-2023,06-04-2022,25.0,28.0,0.84
Katsuaki Furuki,1,1,0.0,"6'0""",168lbs.,--,,"Nov10,1980",0.27,10%,2.67,39%,0.0,0%,0%,3.0,06-15-2023,12-31-2010,2.0,44.0,0.5
Pete Spratt,25,23,0.0,"5'9""",170lbs.,--,Orthodox,"Jan09,1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3,06-15-2023,10-03-2008,48.0,53.0,0.5208333333333334
Danilo Belluardo,12,5,0.0,"6'0""",155lbs.,"74""",Southpaw,"Jul21,1994",1.52,61%,4.79,41%,3.5,100%,50%,0.0,06-15-2023,09-28-2019,17.0,30.0,0.7058823529411765
Yan Xiaonan,17,3,0.0,"5'5""",115lbs.,"63""",Orthodox,"Jun16,1989",5.55,44%,3.56,61%,0.86,66%,70%,0.0,06-15-2023,05-06-2023,20.0,35.0,0.85
Todd Gouwenberg,9,5,0.0,"6'1""",205lbs.,--,Orthodox,"Sep25,1974",0.52,23%,2.93,42%,1.57,33%,50%,0.0,06-15-2023,02-01-2008,14.0,50.0,0.6428571428571429
Chan Sung Jung,17,7,0.0,"5'7""",145lbs.,"72""",Orthodox,"Mar17,1987",3.97,42%,4.35,52%,0.74,47%,72%,0.7,06-15-2023,04-09-2022,24.0,37.0,0.7083333333333334
Rodolfo Rubio Perez,10,16,1.0,"5'5""",145lbs.,--,Orthodox,"Jan29,1987",1.13,36%,1.0,62%,2.0,33%,33%,0.0,06-15-2023,11-08-2014,27.0,37.0,0.37037037037037035
Clay Guida,38,20,0.0,"5'7""",155lbs.,"70""",Orthodox,"Dec08,1981",2.63,33%,3.01,61%,3.16,36%,69%,0.6,06-15-2023,04-15-2023,58.0,42.0,0.6551724137931034
Junior Albini,14,6,0.0,"6'3""",264lbs.,"74""",Orthodox,"Mar15,1991",3.98,51%,6.08,52%,1.54,37%,100%,0.0,06-15-2023,06-29-2019,20.0,33.0,0.7
Hector Aldana,4,3,0.0,"5'11""",170lbs.,"72""",Orthodox,"Aug17,1988",3.59,38%,5.08,59%,0.93,100%,0%,0.0,06-15-2023,10-12-2019,7.0,36.0,0.5714285714285714
Kazuki Tokudome,18,7,1.0,"5'11""",155lbs.,"73""",Southpaw,"Mar04,1987",2.26,41%,3.63,53%,2.0,38%,78%,0.0,06-15-2023,09-20-2014,26.0,37.0,0.6923076923076923
Jared Rollins,8,4,0.0,"5'9""",170lbs.,--,Orthodox,"Jan26,1977",3.33,57%,2.41,39%,2.5,50%,50%,1.2,06-15-2023,12-08-2007,12.0,47.0,0.6666666666666666
Gerald Harris,23,5,0.0,"5'11""",185lbs.,"77""",Southpaw,"Nov19,1979",1.41,29%,1.58,62%,2.96,54%,72%,0.0,06-15-2023,09-24-2011,28.0,45.0,0.8214285714285714
Jason Von Flue,14,12,1.0,"6'0""",170lbs.,--,Orthodox,"Aug01,1975",1.89,36%,3.23,52%,0.62,16%,58%,1.5,06-15-2023,06-22-2007,27.0,49.0,0.5185185185185185
Brian Warren,18,17,1.0,"6'0""",185lbs.,--,Orthodox,--,1.16,21%,4.63,57%,0.0,0%,0%,0.0,06-15-2023,06-09-2006,36.0,,0.5
Dennis Buzukja,8,2,0.0,"5'9""",145lbs.,"70""",Switch,"Oct01,1997",3.53,47%,4.7,40%,1.5,33%,92%,0.5,06-15-2023,07-26-2022,10.0,27.0,0.8
Ben Alloway,18,8,0.0,"5'11""",170lbs.,"76""",Orthodox,"Feb19,1981",1.28,49%,1.9,59%,0.62,50%,26%,0.0,06-15-2023,08-28-2013,26.0,43.0,0.6923076923076923
Yohan Banks,2,1,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-13-2008,3.0,,0.6666666666666666
George Pacurariu,10,5,0.0,"5'7""",135lbs.,--,,"Jul28,1984",4.69,53%,2.68,63%,5.03,100%,100%,5.0,06-15-2023,,15.0,40.0,0.6666666666666666
Maki Pitolo,13,9,0.0,"5'10""",185lbs.,"75""",Orthodox,"Nov24,1990",4.1,44%,3.93,55%,2.24,52%,50%,0.8,06-15-2023,12-04-2021,22.0,34.0,0.5909090909090909
Mickael Lebout,16,7,0.0,"5'11""",155lbs.,"73""",Orthodox,"Aug16,1987",2.6,34%,2.98,54%,0.0,0%,60%,0.0,06-15-2023,10-24-2015,23.0,37.0,0.6956521739130435
Justin Smitley,10,7,1.0,--,145lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,18.0,,0.5555555555555556
Michael Chiesa,18,6,0.0,"6'1""",170lbs.,"75""",Southpaw,"Dec07,1987",1.88,41%,1.67,54%,3.39,54%,60%,1.0,06-15-2023,,24.0,36.0,0.75
Anthony Birchak,16,8,0.0,"5'8""",135lbs.,"69""",Orthodox,"May16,1986",3.93,36%,3.67,56%,0.48,14%,61%,0.5,06-15-2023,04-17-2021,24.0,38.0,0.6666666666666666
Kyle Bochniak,8,5,0.0,"5'7""",145lbs.,"70""",Orthodox,"Feb05,1987",2.63,31%,5.11,58%,1.14,15%,62%,0.0,06-15-2023,10-18-2019,13.0,37.0,0.6153846153846154
Ramon Taveras,7,1,0.0,--,145lbs.,--,,"Jan09,1994",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,8.0,30.0,0.875
Taylor Roberts,3,12,0.0,"5'11""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-19-2009,15.0,,0.2
Rico Altamirano,4,3,0.0,"5'10""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-06-2009,7.0,,0.5714285714285714
Tony Petarra,2,3,1.0,"5'11""",196lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-07-1999,6.0,,0.3333333333333333
Tai Tuivasa,15,5,0.0,"6'2""",264lbs.,"75""",Southpaw,"Mar16,1993",4.1,49%,4.46,45%,0.0,0%,52%,0.0,06-15-2023,12-03-2022,20.0,31.0,0.75
Trey Houston,11,4,0.0,"5'11""",185lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-25-2009,15.0,,0.7333333333333333
Dan Severn,101,19,1.0,"6'2""",250lbs.,--,Southpaw,"Jun08,1958",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-30-2001,121.0,66.0,0.8347107438016529
Chidi Njokuani,22,9,0.0,"6'3""",185lbs.,"80""",Orthodox,"Dec31,1988",3.82,62%,2.62,56%,0.0,0%,70%,0.3,06-15-2023,03-25-2023,31.0,35.0,0.7096774193548387
Stephan Bonnar,15,9,0.0,"6'4""",205lbs.,"79""",Orthodox,"Apr04,1977",2.76,38%,3.01,52%,1.32,40%,60%,1.0,06-15-2023,10-13-2012,24.0,47.0,0.625
Randy Brown,16,5,0.0,"6'3""",170lbs.,"78""",Orthodox,"Jul08,1990",4.39,47%,3.3,54%,0.68,33%,71%,0.6,06-15-2023,,21.0,34.0,0.7619047619047619
Iouri Kotchkine,7,4,1.0,"6'2""",235lbs.,--,Orthodox,--,0.67,38%,4.92,15%,0.0,0%,25%,0.0,06-15-2023,09-29-2002,12.0,,0.5833333333333334
Mauricio Alonso,13,7,0.0,"6'2""",170lbs.,--,,"Feb27,1980",5.74,34%,1.91,67%,0.0,0%,0%,0.0,06-15-2023,,20.0,44.0,0.65
Joe Veres,4,3,0.0,"5'7""",155lbs.,--,Orthodox,"Nov09,1977",0.0,0%,5.55,27%,0.0,0%,0%,0.0,06-15-2023,01-23-2008,7.0,47.0,0.5714285714285714
Julian Sanchez,0,1,0.0,"6'3""",300lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-20-1996,1.0,,0.0
Adriano Santos,0,1,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,10-16-1998,1.0,,0.0
Paul Bradley,23,8,0.0,"5'9""",170lbs.,--,Orthodox,"Jun13,1983",2.26,32%,4.13,56%,1.12,16%,100%,0.0,06-15-2023,11-12-2011,31.0,41.0,0.7419354838709677
Ion Cherdivara,1,1,0.0,--,205lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,2.0,,0.5
Anthony Hamilton,15,9,0.0,"6'5""",260lbs.,"76""",Orthodox,"Apr14,1980",3.91,65%,3.02,45%,2.62,42%,78%,0.0,06-15-2023,11-18-2017,24.0,44.0,0.625
Jared Gooden,22,9,0.0,"6'0""",170lbs.,"77""",Orthodox,"Dec05,1993",4.73,47%,6.76,48%,0.49,100%,68%,0.0,06-15-2023,03-11-2023,31.0,31.0,0.7096774193548387
Yanal Ashmouz,7,0,0.0,"5'9""",155lbs.,"68""",Orthodox,"Mar31,1995",12.0,75%,1.6,71%,12.0,100%,0%,0.0,06-15-2023,,7.0,29.0,1.0
Jessica Penne,14,8,0.0,"5'5""",115lbs.,"67""",Orthodox,"Jan30,1983",2.52,31%,4.75,46%,1.32,21%,36%,0.6,06-15-2023,03-04-2023,22.0,41.0,0.6363636363636364
Keith Rockel,12,4,1.0,"6'0""",185lbs.,--,Orthodox,--,1.13,73%,0.21,66%,4.63,75%,100%,4.6,06-15-2023,11-21-2003,17.0,,0.7058823529411765
Daiki Hata,17,11,7.0,"5'6""",139lbs.,--,Orthodox,"Aug24,1982",1.44,39%,1.42,55%,0.67,100%,35%,0.7,06-15-2023,07-10-2010,35.0,42.0,0.4857142857142857
Mitch Clarke,11,5,0.0,"5'10""",155lbs.,"73""",Orthodox,"Nov24,1985",2.35,34%,3.27,47%,0.64,15%,50%,0.4,06-15-2023,09-09-2017,16.0,39.0,0.6875
Vinc Pichel,14,3,0.0,"5'10""",155lbs.,"72""",Orthodox,"Nov23,1982",3.56,47%,2.5,58%,3.0,54%,23%,0.2,06-15-2023,04-09-2022,17.0,42.0,0.8235294117647058
Mayana Kellem,7,1,0.0,"5'5""",135lbs.,--,Orthodox,"Jul07,1981",1.94,22%,2.9,62%,0.0,0%,0%,0.0,06-15-2023,08-10-2018,8.0,43.0,0.875
Taiei Kin,6,3,0.0,"5'11""",185lbs.,--,Orthodox,"Jul08,1970",2.71,60%,1.33,52%,0.0,0%,55%,0.0,06-15-2023,06-15-2008,9.0,54.0,0.6666666666666666
Christina Marks,8,9,0.0,"5'7""",125lbs.,"69""",Orthodox,"Nov08,1985",5.0,58%,3.0,64%,7.5,100%,0%,0.0,06-15-2023,12-01-2017,17.0,39.0,0.47058823529411764
Chad Anheliger,12,6,0.0,"5'6""",135lbs.,"64""",Orthodox,"Dec01,1986",3.51,43%,3.31,55%,0.0,0%,47%,1.0,06-15-2023,09-10-2022,18.0,38.0,0.6666666666666666
Marion Reneau,9,8,1.0,"5'6""",135lbs.,"68""",Orthodox,"Jun20,1977",3.2,41%,3.52,59%,0.62,63%,50%,0.8,06-15-2023,07-17-2021,18.0,47.0,0.5
Kamuela Kirk,12,5,0.0,"5'10""",155lbs.,"75""",Switch,"Apr13,1994",2.99,49%,5.1,37%,0.86,40%,53%,1.3,06-15-2023,,17.0,30.0,0.7058823529411765
Tim Lajcik,7,6,1.0,"6'1""",225lbs.,--,Orthodox,"Jun21,1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-05-2002,14.0,59.0,0.5
Tim Boetsch,21,13,0.0,"6'0""",185lbs.,"74""",Orthodox,"Jan28,1981",2.93,50%,2.9,57%,1.45,34%,59%,0.8,06-15-2023,03-09-2019,34.0,43.0,0.6176470588235294
Chris Wade,12,3,0.0,"5'10""",155lbs.,"70""",Orthodox,"Sep30,1987",1.7,53%,1.75,51%,2.6,51%,55%,1.1,06-15-2023,07-22-2017,15.0,37.0,0.8
Kalib Starnes,17,11,1.0,"6'3""",185lbs.,"74""",Orthodox,"Jan06,1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6,06-15-2023,04-19-2008,29.0,49.0,0.5862068965517241
Rafael Fiziev,12,2,0.0,"5'8""",155lbs.,"71""",Switch,"Mar05,1993",5.06,51%,5.17,48%,0.31,40%,90%,0.0,06-15-2023,03-18-2023,14.0,31.0,0.8571428571428571
TJ Dillashaw,18,5,0.0,"5'6""",135lbs.,"67""",Orthodox,"Feb07,1986",5.09,41%,3.47,62%,1.56,30%,77%,0.8,06-15-2023,10-22-2022,23.0,38.0,0.782608695652174
Mike Davis,2,0,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-13-2008,2.0,,1.0
Jordan Wright,12,5,0.0,"6'2""",205lbs.,"77""",Orthodox,"Oct07,1991",4.1,56%,6.03,31%,2.09,45%,100%,0.4,06-15-2023,02-18-2023,17.0,33.0,0.7058823529411765
Satoshi Ishii,15,8,1.0,"5'11""",240lbs.,--,Orthodox,"Dec19,1986",1.41,36%,1.58,63%,3.47,52%,100%,1.6,06-15-2023,12-31-2011,24.0,37.0,0.625
Mike Minniger,0,0,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,0.0,,
Jorge Patino,38,19,0.0,"5'8""",170lbs.,--,Orthodox,"Aug05,1973",1.33,30%,3.14,53%,0.54,25%,50%,0.0,06-15-2023,08-21-2010,57.0,51.0,0.6666666666666666
Jimmy Ambriz,17,21,1.0,"6'2""",315lbs.,--,Southpaw,"Jan26,1970",0.83,29%,3.76,40%,3.13,57%,100%,0.8,06-15-2023,03-22-2010,39.0,54.0,0.4358974358974359
John Matua,1,4,0.0,"6'2""",400lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-14-1995,5.0,,0.2
Brad Pickett,25,14,0.0,"5'6""",135lbs.,"68""",Orthodox,"Sep24,1978",3.02,31%,4.63,55%,2.47,44%,58%,0.4,06-15-2023,03-18-2017,39.0,46.0,0.6410256410256411
Jerome Rivera,10,6,0.0,"5'10""",125lbs.,"72""",Southpaw,"Apr22,1995",3.21,33%,2.6,51%,0.0,0%,40%,0.0,06-15-2023,07-10-2021,16.0,29.0,0.625
Akitoshi Tamura,21,18,2.0,"5'9""",135lbs.,"70""",Orthodox,"May31,1980",3.73,43%,1.94,78%,0.0,0%,20%,1.0,06-15-2023,01-10-2010,41.0,44.0,0.5121951219512195
Bob Gilstrap,5,7,0.0,"6'3""",200lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-15-1998,12.0,,0.4166666666666667
Tim Elliott,20,12,1.0,"5'7""",125lbs.,"66""",Southpaw,"Dec24,1986",3.47,44%,2.76,56%,3.88,47%,60%,0.9,06-15-2023,06-03-2023,33.0,37.0,0.6060606060606061
Damacio Page,19,10,0.0,"5'6""",135lbs.,"66""",Orthodox,"Sep30,1982",2.05,38%,2.47,51%,2.63,64%,23%,0.9,06-15-2023,07-11-2012,29.0,42.0,0.6551724137931034
Bobby Flynn,6,4,0.0,--,170lbs.,--,,--,0.38,25%,0.77,0%,0.0,0%,0%,0.0,06-15-2023,,10.0,,0.6
Tomoya Miyashita,17,9,7.0,"5'7""",139lbs.,--,Southpaw,--,1.67,65%,0.93,33%,4.0,80%,0%,2.0,06-15-2023,10-25-2009,33.0,,0.5151515151515151
Alan Baudot,8,4,0.0,"6'3""",243lbs.,"79""",Orthodox,"Feb01,1988",5.36,58%,4.82,46%,0.0,0%,62%,0.0,06-15-2023,06-25-2022,12.0,36.0,0.6666666666666666
Jeff Cox,10,7,0.0,"5'10""",155lbs.,--,Orthodox,"Aug02,1968",0.56,25%,1.69,33%,4.23,50%,80%,0.0,06-15-2023,04-02-2008,17.0,56.0,0.5882352941176471
Marcin Tybura,24,7,0.0,"6'3""",249lbs.,"78""",Orthodox,"Nov09,1985",3.55,48%,3.31,55%,1.39,33%,79%,0.1,06-15-2023,,31.0,39.0,0.7741935483870968
Papy Abedi,10,4,0.0,"5'11""",185lbs.,--,Southpaw,"Jun30,1978",2.8,55%,3.15,48%,3.47,57%,50%,1.3,06-15-2023,08-28-2013,14.0,46.0,0.7142857142857143
Nurullo Aliev,9,0,0.0,"5'10""",155lbs.,"72""",Orthodox,"Dec08,2000",2.5,51%,0.46,59%,3.06,44%,0%,0.0,06-15-2023,02-25-2023,9.0,23.0,1.0
Shawn Jordan,19,8,0.0,"6'0""",260lbs.,"75""",Southpaw,"Oct21,1984",2.87,50%,3.3,47%,1.97,38%,76%,0.1,06-15-2023,10-03-2015,27.0,40.0,0.7037037037037037
Josh Fremd,10,4,0.0,"6'4""",185lbs.,"76""",Orthodox,"Jan15,1994",3.05,52%,2.71,42%,1.56,75%,31%,1.6,06-15-2023,03-11-2023,14.0,30.0,0.7142857142857143
Tiffany Masters,2,1,0.0,"5'3""",115lbs.,"65""",Orthodox,"Jul31,1994",3.53,62%,2.58,50%,3.06,60%,0%,0.0,06-15-2023,08-15-2017,3.0,30.0,0.6666666666666666
Jason Jackson,7,2,0.0,"6'1""",170lbs.,"78""",Orthodox,"Oct30,1990",2.24,48%,1.31,56%,0.0,0%,0%,0.0,06-15-2023,07-25-2017,9.0,34.0,0.7777777777777778
Nik Theotikos,6,2,0.0,--,185lbs.,--,Orthodox,--,0.0,0%,5.48,19%,0.0,0%,0%,4.8,06-15-2023,11-21-2008,8.0,,0.75
James McSweeney,15,15,0.0,"6'4""",230lbs.,"77""",Switch,"Oct24,1980",3.94,55%,4.33,42%,0.52,33%,100%,1.1,06-15-2023,10-16-2010,30.0,44.0,0.5
Mario Soto,7,2,0.0,"6'0""",145lbs.,--,,--,1.43,23%,5.23,42%,0.0,0%,0%,0.0,06-15-2023,,9.0,,0.7777777777777778
Matt Skelton,0,1,0.0,"6'3""",265lbs.,--,Orthodox,"Jan23,1967",0.0,0%,0.54,0%,0.0,0%,66%,0.0,06-15-2023,11-03-2001,1.0,57.0,0.0
Matt Helm,1,1,0.0,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,2.0,,0.5
Eryk Anders,15,8,0.0,"6'1""",185lbs.,"75""",Southpaw,"Apr21,1987",3.56,47%,4.39,50%,1.54,24%,79%,0.1,06-15-2023,06-10-2023,23.0,37.0,0.6521739130434783
Kenny Florian,14,6,0.0,"5'10""",145lbs.,"74""",Southpaw,"May26,1976",2.41,40%,1.85,63%,2.22,33%,60%,1.3,06-15-2023,10-08-2011,20.0,48.0,0.7
Abongo Humphrey,7,3,0.0,"5'11""",205lbs.,--,Orthodox,--,1.45,40%,3.83,46%,1.41,37%,33%,3.8,06-15-2023,01-07-2011,10.0,,0.7
Damien Trites,7,6,0.0,"5'11""",165lbs.,--,,"Aug23,1979",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,13.0,45.0,0.5384615384615384
Jorge Rivera,20,9,0.0,"6'1""",185lbs.,"73""",Orthodox,"Feb28,1972",3.16,48%,2.64,54%,0.84,50%,63%,0.1,06-15-2023,01-20-2012,29.0,52.0,0.6896551724137931
Sean O'Connell,17,9,0.0,"6'1""",205lbs.,"74""",Orthodox,"Sep02,1983",5.46,48%,6.77,45%,0.0,0%,30%,0.5,06-15-2023,12-09-2016,26.0,41.0,0.6538461538461539
Tiki Ghosn,10,7,1.0,"5'10""",170lbs.,--,Orthodox,"Feb09,1977",2.78,46%,2.94,58%,0.41,50%,61%,0.0,06-15-2023,03-29-2008,18.0,47.0,0.5555555555555556
Aljamain Sterling,23,3,0.0,"5'7""",135lbs.,"71""",Orthodox,"Jul31,1989",4.78,52%,2.37,58%,2.02,24%,45%,0.8,06-15-2023,,26.0,35.0,0.8846153846153846
Adin Duenas,6,1,0.0,"5'6""",145lbs.,--,,"Jul02,1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,7.0,36.0,0.8571428571428571
Danny Sabatello,9,1,0.0,"5'10""",135lbs.,"71""",Orthodox,"Mar31,1993",2.07,57%,0.2,25%,3.0,75%,100%,1.0,06-15-2023,11-10-2020,10.0,31.0,0.9
Ray Routh,2,1,0.0,"5'8""",185lbs.,--,Orthodox,--,0.54,21%,3.22,28%,2.69,33%,0%,0.0,06-15-2023,03-10-2006,3.0,,0.6666666666666666
Anthony Pettis,24,10,0.0,"5'10""",155lbs.,"72""",Orthodox,"Jan27,1987",3.05,47%,3.44,54%,0.61,50%,60%,1.1,06-15-2023,12-19-2020,34.0,37.0,0.7058823529411765
Bibiano Fernandes,20,3,0.0,"5'7""",139lbs.,--,Orthodox,"Mar30,1980",2.91,40%,2.02,72%,3.97,53%,77%,0.6,06-15-2023,12-31-2012,23.0,44.0,0.8695652173913043
Ronald Carillo,4,2,0.0,--,125lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,04-01-2011,6.0,,0.6666666666666666
Mirsad Bektic,13,4,0.0,"5'8""",145lbs.,"70""",Orthodox,"Feb16,1991",2.43,41%,1.8,57%,3.98,52%,92%,0.4,06-15-2023,09-19-2020,17.0,33.0,0.7647058823529411
Rory MacDonald,19,4,0.0,"6'0""",170lbs.,"76""",Orthodox,"Jul22,1989",3.75,42%,2.8,62%,1.77,47%,88%,0.4,06-15-2023,06-18-2016,23.0,35.0,0.8260869565217391
Dave Herman,22,6,0.0,"6'4""",242lbs.,"77""",Orthodox,"Oct03,1984",4.98,60%,3.78,48%,1.49,100%,58%,0.0,06-15-2023,07-06-2013,28.0,40.0,0.7857142857142857
Alvin Robinson,15,9,0.0,"5'9""",155lbs.,"68""",Southpaw,"Jul16,1982",1.57,50%,1.29,51%,1.24,50%,25%,1.2,06-15-2023,11-15-2008,24.0,42.0,0.625
Salim Touahri,10,4,0.0,"5'10""",170lbs.,"72""",Orthodox,"Sep28,1989",2.6,46%,2.87,58%,0.0,0%,83%,0.0,06-15-2023,08-03-2019,14.0,35.0,0.7142857142857143
Yair Rodriguez,16,3,0.0,"5'11""",145lbs.,"71""",Orthodox,"Oct06,1992",4.78,46%,4.03,53%,0.79,28%,63%,0.8,06-15-2023,,19.0,32.0,0.8421052631578947
Carlos Zevallos,3,4,0.0,"6'0""",205lbs.,--,Orthodox,--,4.36,65%,2.28,68%,0.0,0%,100%,0.0,06-15-2023,10-03-2008,7.0,,0.42857142857142855
Nate Loughran,11,2,0.0,"6'2""",185lbs.,--,Orthodox,"Jul28,1980",1.81,40%,4.11,59%,0.0,0%,0%,2.1,06-15-2023,12-10-2008,13.0,44.0,0.8461538461538461
Jeff Monson,60,26,1.0,"5'9""",247lbs.,"74""",Orthodox,"Jan18,1971",0.97,30%,2.87,59%,1.06,12%,66%,0.7,06-15-2023,11-20-2011,87.0,53.0,0.6896551724137931
Aaron Trujillo,0,1,0.0,"5'5""",125lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,10-03-2008,1.0,,0.0
Montel Jackson,13,2,0.0,"5'10""",135lbs.,"75""",Southpaw,"Apr24,1992",3.36,53%,1.41,64%,3.42,71%,69%,0.3,06-15-2023,04-22-2023,15.0,32.0,0.8666666666666667
Ryan Quinn,13,7,1.0,"5'8""",145lbs.,--,,--,2.31,41%,1.67,48%,0.0,0%,0%,1.9,06-15-2023,,21.0,,0.6190476190476191
Drew Dimanlig,3,4,0.0,--,185lbs.,--,,--,3.7,73%,3.17,20%,0.0,0%,0%,0.0,06-15-2023,12-08-2006,7.0,,0.42857142857142855
Yibugele,21,12,1.0,"5'9""",145lbs.,"70""",Southpaw,"Nov13,1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-27-2023,34.0,35.0,0.6176470588235294
Andre Gusmao,6,3,0.0,"6'0""",205lbs.,--,Orthodox,"May19,1977",2.79,43%,3.28,60%,0.0,0%,60%,0.0,06-15-2023,05-23-2009,9.0,47.0,0.6666666666666666
Dan Stittgen,12,5,0.0,"6'1""",170lbs.,--,Orthodox,"Nov17,1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0,06-15-2023,07-11-2012,17.0,44.0,0.7058823529411765
Brandon Davis,14,10,0.0,"5'10""",135lbs.,"72""",Orthodox,"May08,1990",4.68,35%,4.62,58%,0.74,42%,57%,0.1,06-15-2023,10-15-2022,24.0,34.0,0.5833333333333334
